"","jday","Site","month","TS.5","TS.10","TS.30","RH","PARin","SWin","VPD","Precip","Ta"
"45",23,"BB1","Jan",5.22378302083333,4.56974070833333,NA,99.1756589583333,32.1237686787093,13.1317689583333,0.00983809900999031,0.664583333333333,8.89181508333333
"46",23,"BB2","Jan",5.1847021875,4.63523570833333,4.40262284027778,98.3267715441229,32.13793,13.3672633333333,0.0200346149380582,0.827083333333333,9.33056104166667
"47",24,"BB1","Jan",6.12756325,5.36360004166667,NA,95.7211352083333,65.8068880746614,29.5738347708333,0.0496089064080504,0.214583333333333,8.89766272916667
"48",24,"BB2","Jan",5.84741820833333,5.42610958333333,5.0660140625,94.4012925712854,68.4111080416667,28.9894556875,0.0659675189709924,0.197916666666667,9.13384058333333
"49",25,"BB1","Jan",6.32535533333333,6.04456329166667,NA,97.0296366666667,52.7470558151144,22.9568377916667,0.0310098416940268,0.160416666666667,7.33429725
"50",25,"BB2","Jan",5.88017015972222,5.59475502083333,5.31979153472222,95.8881820334333,50.3422450416667,21.3155253958333,0.0437274978058996,0.191666666666667,7.6699238125
"51",26,"BB1","Jan",6.50865839583333,6.25895291666667,NA,87.9804808333333,82.5901028762214,37.2340336875,0.1394870840531,0.0395833333333333,8.83573847916667
"52",26,"BB2","Jan",6.30035122222222,5.99102659027778,5.70018427083333,85.6053547853417,85.61149025,36.6851203333333,0.169712981332483,0.0395833333333333,9.09950114583333
"53",27,"BB1","Jan",6.66775166666667,6.44576725,NA,87.8450825,105.427943107799,49.0764787708333,0.131604978609501,0.108333333333333,7.50272145833333
"54",27,"BB2","Jan",6.18150963194444,6.07357861111111,5.82603660416667,85.451497597225,112.252582083333,47.2863668125,0.160050565286258,0.154166666666667,7.72239054166667
"55",28,"BB1","Jan",6.5886679375,6.42926872916667,NA,94.9099397916667,89.7553564089481,40.4343656875,0.0530935521831169,0.03125,6.48563820833333
"56",28,"BB2","Jan",6.10159497222222,6.04688845138889,5.87048980555556,93.4795068834646,87.1105362083333,38.5877978333333,0.0676953441724155,0.0416666666666667,6.3380351875
"57",29,"BB1","Jan",6.81083077083333,6.61777658333333,NA,95.0371,97.3035491015747,49.4438136875,0.0556136340717862,0.225,7.89014583333333
"58",29,"BB2","Jan",6.39831979166667,6.28912909722222,6.08434579861111,93.624002843,107.5632184375,47.9029636041667,0.071162453587364,0.28125,7.83443002083333
"59",30,"BB1","Jan",6.73138570833333,6.61410197916667,NA,92.077710625,77.4562665553783,34.2772811041667,0.084574874914221,0.270833333333333,6.4105979375
"60",30,"BB2","Jan",5.72326123611111,5.84166379861111,5.79977711805556,90.2611599145063,73.096901625,32.3928523333333,0.102839731849764,0.447916666666667,6.21862383333333
"61",31,"BB1","Jan",6.81550058333333,6.6660634375,NA,98.7870227083333,17.3699034788349,6.73357397916667,0.016036294103902,1.00833333333333,8.94234252083333
"62",31,"BB2","Jan",6.56353197222222,6.32149015277778,6.1779211875,97.8851525141604,16.8884059166667,6.76206658333333,0.0268103445214617,1.25208333333333,9.04150858333333
"63",32,"BB1","Feb",7.39877361702128,7.05504031914894,NA,83.4658138297872,154.762491646734,77.0115833829787,0.165422453997803,0.142553191489362,7.32239595744681
"64",32,"BB2","Feb",7.03319102777778,6.88965035416667,6.55918450694444,80.2408861202604,166.590213833333,76.3452579375,0.2013212862052,0.160416666666667,7.421447875
"65",33,"BB1","Feb",6.66566634042553,6.70291574468085,NA,90.3289810638298,131.05964633868,63.1291647021277,0.0792025675149304,0.0595744680851064,2.44625040425532
"66",33,"BB2","Feb",5.02600615972222,5.49792627083333,5.63504153472222,86.9555650928396,135.5776078125,59.8990343541667,0.101773206829775,0.075,1.9603326875
"67",34,"BB1","Feb",6.065483625,6.1934390625,NA,91.0765391666667,144.579920951337,71.7540875416667,0.0698068990551175,0.00208333333333333,1.6641648125
"68",34,"BB2","Feb",4.35801505555556,4.82141727083333,5.10073899305556,89.1234987512583,172.007345854167,74.8925423541667,0.0842256525198434,0.00416666666666667,1.2279823125
"69",35,"BB1","Feb",5.63889420833333,5.86831633333333,NA,98.3192083333333,25.5141973823716,13.3329860833333,0.0107644736807097,0.216666666666667,0.5474075
"70",35,"BB2","Feb",2.76914103472222,3.40111561111111,3.97312651388889,97.3535610054167,16.7903695208333,11.7915128958333,0.0156935014221115,0.154166666666667,-0.143830729166667
"71",36,"BB1","Feb",4.8634790625,5.2281289375,NA,100,59.3139173456766,24.1110806041667,0,0.447916666666667,2.39383797916667
"72",36,"BB2","Feb",2.10018213888889,2.6766004375,3.4082885,99.263495,54.9198587083333,23.8317148958333,0.00529942387324567,0.720833333333333,2.2253360625
"73",37,"BB1","Feb",4.63330610416667,4.87044216666667,NA,100,42.2299117842871,17.3629537291667,0,0.14375,3.74429875
"74",37,"BB2","Feb",2.89445434027778,3.25319810416667,3.65585634722222,99.263495,38.9563806458333,16.8793247708333,0.00577776137773521,0.335416666666667,3.46706241666667
"75",38,"BB1","Feb",4.84532745833333,4.95631122916667,NA,97.7560947916667,38.7164245878703,16.5079906458333,0.0219978798986705,0.06875,5.08774170833333
"76",38,"BB2","Feb",3.56060745833333,3.65803129166667,3.89970938194444,96.7136781946146,35.8693256041667,15.9390852291667,0.0312891944034144,0.0875,4.85782860416667
"77",39,"BB1","Feb",5.20369385416667,5.20645589583333,NA,92.4117114583333,123.303150092084,60.5474859791667,0.0763116838331519,0,4.90121939583333
"78",39,"BB2","Feb",4.11822691666667,4.13472959722222,4.21448577777778,90.6406950814479,135.653806875,61.0907795208333,0.093752086120915,0,4.53062422916667
"79",40,"BB1","Feb",5.2124001875,5.29951702083333,NA,93.1834770833333,150.773768675808,71.4899981458333,0.0585286208685219,0.00625,1.7898140625
"80",40,"BB2","Feb",2.93971854861111,3.38329593055556,3.77472446527778,91.5176755141042,160.989432541667,65.2665663541667,0.0706501444129302,0.00208333333333333,1.15469247916667
"81",41,"BB1","Feb",5.18064883333333,5.26054666666667,NA,89.1876747916667,182.027864654052,85.6685492916667,0.101382456224918,0,3.11418295833333
"82",41,"BB2","Feb",3.15344986111111,3.47146389583333,3.79266256944444,86.9771254960146,213.477606645833,84.3243247916667,0.118676262143011,0.00416666666666667,2.35375008333333
"83",42,"BB1","Feb",5.44176477083333,5.43482739583333,NA,93.378359375,120.69052142684,56.5803160833333,0.0634426430315227,0.00833333333333333,5.68263966666667
"84",42,"BB2","Feb",4.2020189375,4.20411349305556,4.30845429166667,91.7391261085938,133.150672625,58.997584375,0.0788464063730307,0,5.50338825
"85",43,"BB1","Feb",5.97410977083333,5.84567883333333,NA,95.6874616666667,94.8995209897858,42.2138464375,0.0445278719133421,0.0729166666666667,6.16571977083333
"86",43,"BB2","Feb",5.40442641666667,5.15975769444444,4.96386122222222,94.3630283156833,94.3371396875,40.115534875,0.0573762346651445,0.0833333333333333,5.87956725
"87",44,"BB1","Feb",6.2549440625,6.10540516666667,NA,91.50409,77.8998510430561,37.5350689375,0.0825197866084549,0.0583333333333333,5.85560752083333
"88",44,"BB2","Feb",5.22097688888889,5.21719716666667,5.10618950694444,89.6093375897,70.1957216458333,38.6159513333333,0.100484179552544,0.0645833333333333,5.66557652083333
"89",45,"BB1","Feb",6.24403766666667,6.16947952083333,NA,85.6595527083333,227.968588448181,112.362237979167,0.148145798974259,0.00416666666666667,5.92877229166667
"90",45,"BB2","Feb",4.81058891666667,5.018930375,5.06214940277778,82.9680145290604,252.087434166667,106.252188125,0.177547856349893,0.00208333333333333,5.9041421875
"91",46,"BB1","Feb",6.4049359375,6.28894616666667,NA,97.5617697916667,38.8716564011983,16.7537731041667,0.0225172951248054,0.372916666666667,5.51828583333333
"92",46,"BB2","Feb",5.35006527777778,5.34013647916667,5.26756051388889,96.4928608673646,37.5644866041667,15.876463875,0.0324107344693561,0.502083333333333,5.63566389583333
"93",47,"BB1","Feb",6.14337672916667,6.1645296875,NA,86.257575,126.839436896537,58.25960325,0.127038359874417,0,5.1120605625
"94",47,"BB2","Feb",4.52969742361111,4.75847994444444,4.86761752083333,83.64756519975,141.414097333333,58.1683432291667,0.151973368082447,0,5.102050125
"95",48,"BB1","Feb",5.83317322916667,5.93525866666667,NA,88.31292625,156.839002683373,74.6716906041667,0.103909311921036,0,2.87350183333333
"96",48,"BB2","Feb",3.61131102083333,4.04206847222222,4.36972982638889,85.9831224856625,185.087997479167,75.5431358125,0.122838902965969,0,2.25694941666667
"97",49,"BB1","Feb",5.45450660416667,5.63471070833333,NA,88.3168570833333,256.041415678262,130.116547291667,0.108417970502977,0.00208333333333333,1.49803295833333
"98",49,"BB2","Feb",2.60500453472222,3.1768355625,3.72536173611111,85.9875892095042,296.11629125,125.9047803125,0.129116328620095,0,0.642518916666667
"99",50,"BB1","Feb",5.314225625,5.4707070625,NA,84.3349579166667,254.874309590685,129.917151,0.160628437242345,0,1.85399422916667
"100",50,"BB2","Feb",2.260349125,2.81953353472222,3.408432,81.4628377294458,295.254511416667,124.9202846875,0.18848320352753,0.00208333333333333,0.608794770833333
"101",51,"BB1","Feb",5.2698999375,5.400200625,NA,87.3274272916667,271.026692305978,136.002507270833,0.140518569260663,0.00208333333333333,2.37810370833333
"102",51,"BB2","Feb",2.12765825,2.69389031944444,3.27503654166667,84.8632704543396,306.7329733125,131.115021208333,0.167504863350757,0,1.19319052083333
"103",52,"BB1","Feb",5.39431454166667,5.47681883333333,NA,83.5117377083333,263.671050645678,125.11849575,0.179033213632594,0,3.993364
"104",52,"BB2","Feb",2.37919613888889,2.84927338888889,3.38972327777778,80.5273879101104,289.785774791667,120.870712125,0.206031559106353,0,3.14197204166667
"105",53,"BB1","Feb",6.0078635625,5.87538852083333,NA,91.246526875,180.731395670731,84.1191124791667,0.089701659723008,0.172916666666667,6.1493343125
"106",53,"BB2","Feb",4.44987586111111,4.50846822222222,4.62191641666667,89.3166608838687,195.762703541667,82.7214370833333,0.108877481523988,0.254166666666667,5.99169085416667
"107",54,"BB1","Feb",6.470314375,6.2982834375,NA,88.1644989583333,113.11875707933,49.17123,0.12112750260452,0.177083333333333,6.51103214583333
"108",54,"BB2","Feb",5.0216900625,5.06507796527778,4.9941106875,85.8144601013229,117.859399104167,49.6155181041667,0.14530883500944,0.254166666666667,6.48442520833333
"109",55,"BB1","Feb",6.34650166666667,6.29617708333333,NA,70.9467197916667,224.297656874557,103.116953,0.273598996969336,0,5.73647720833333
"110",55,"BB2","Feb",4.91012046527778,4.9431105625,4.88833970833333,66.2493811008646,232.410731979167,97.9671787916667,0.318870198542305,0,5.67333702083333
"111",56,"BB1","Feb",6.38805816666667,6.3410394375,NA,83.2321810416667,93.777333979376,37.2636350625,0.147770715564531,0.0229166666666667,4.88786654166667
"112",56,"BB2","Feb",4.86025595833333,4.99413465277778,4.99067021527778,80.2097192830771,88.3023411875,35.9081673333333,0.172473295079156,0.025,4.67943785416667
"113",57,"BB1","Feb",6.42469558333333,6.36942260416667,NA,94.03380125,133.520850161506,57.183567875,0.0636641121217038,0.0520833333333333,6.20465654166667
"114",57,"BB2","Feb",5.64885193055556,5.44493822222222,5.30533599305556,92.4839243744125,151.8520415625,62.0539979791667,0.079397405820177,0.075,6.09293460416667
"115",58,"BB1","Feb",6.8565038125,6.69940614583333,NA,95.8649404166667,122.906087621838,51.92423725,0.0454734158820505,0.0770833333333333,6.93781089583333
"116",58,"BB2","Feb",6.23221722916667,6.10059490972222,5.83953316666667,94.5647027436708,125.115743729167,51.6537519375,0.0562636825760888,0.09375,6.33119938541667
"117",59,"BB1","Feb",6.9761915625,6.83069710416667,NA,93.2151079166667,143.276920770222,61.135213875,0.0671457219404123,0.0791666666666667,6.0940284375
"118",59,"BB2","Feb",6.17280771527778,6.1352395625,5.96292173611111,91.5536185789458,136.0303025,56.9241329375,0.0773011914666787,0.102083333333333,4.83710770833333
"119",60,"BB1","Feb",6.99494077083333,6.87233535416667,NA,83.3358045833333,303.80565850065,143.9297955625,0.172081371846884,0.0395833333333333,5.89244354166667
"120",60,"BB2","Feb",5.88207268055556,5.99827238888889,5.9081339375,80.3274698221792,326.734332895833,136.678804395833,0.193208680873881,0.0583333333333333,5.18642341666667
"121",61,"BB1","Mar",6.8646555625,6.84536341666667,NA,91.7909533333333,147.402082728861,62.4445826458333,0.0732124914276001,0.0145833333333333,3.63945839583333
"122",61,"BB2","Mar",5.14078163194444,5.51359464583333,5.64226945833333,89.9353090012667,153.552242604167,61.8771382708333,0.0841508431991559,0.0208333333333333,2.39625995833333
"123",62,"BB1","Mar",6.53035889583333,6.57651422916667,NA,98.8358239583333,42.8774493548737,16.365536125,0.00958194619981336,0.504166666666667,4.80930439583333
"124",62,"BB2","Mar",5.23440257638889,5.41674257638889,5.53100542361111,97.9406068385729,41.6395743541667,17.3319824166667,0.0161102931247549,0.620833333333333,3.911817625
"125",63,"BB1","Mar",6.45126083333333,6.46986502083333,NA,93.227090625,80.4292803521224,33.4475208958333,0.0729648896647588,0.01875,6.83046383333333
"126",63,"BB2","Mar",5.66564607638889,5.58209576388889,5.58364175694444,91.5672348899063,74.9550009375,31.3640702291667,0.0851481731540265,0.025,5.8695453125
"127",64,"BB1","Mar",6.50769133333333,6.5015,NA,70.5491475,332.620839271715,156.280822416667,0.304114370732305,0,6.43270614583333
"128",64,"BB2","Mar",5.47050236805556,5.66878259722222,5.67783111111111,65.797607778675,366.863035020833,149.664855083333,0.333496372778433,0,5.5211995
"129",65,"BB1","Mar",6.93548304166667,6.82924520833333,NA,82.61186625,65.4790219587846,25.0331819791667,0.172076750240307,0.108333333333333,6.58445925
"130",65,"BB2","Mar",5.79335310416667,5.83666022916667,5.74587705555556,79.5048369758625,63.0716675625,24.0758231875,0.189554877778064,0.129166666666667,5.64535752083333
"131",66,"BB1","Mar",6.773333875,6.71437385416667,NA,82.12887375,350.897501496777,163.311224770833,0.180091363955561,0,4.33225995833333
"132",66,"BB2","Mar",5.36559247222222,5.70732788194444,5.74129633333333,78.9559981083375,384.690645354167,158.108907895833,0.201654948746945,0,2.87683320833333
"133",67,"BB1","Mar",6.8310101875,6.78942827083333,NA,92.5112970833333,191.282851475349,81.9908348333333,0.0648095420398164,0.00833333333333333,2.714912125
"134",67,"BB2","Mar",4.76272579166667,5.06929004861111,5.23439261805556,90.7538572147042,173.626912958333,71.2213676875,0.0733976332794863,0.00625,1.03778608333333
"135",68,"BB1","Mar",6.62501606521739,6.63925104347826,NA,87.0877034782609,338.647879288159,156.763992782609,0.121957109953718,0,2.61216960869565
"136",68,"BB2","Mar",NA,NA,NA,85.2092859020583,NA,143.846437208333,0.13169838871703,0,1.34069609375
"137",69,"BB1","Mar",6.58279227083333,6.59628220833333,NA,83.917706875,372.589014816462,174.6382193125,0.156092429760022,0.00208333333333333,2.4681703125
"138",69,"BB2","Mar",3.93831649305556,4.48371959027778,4.85604125,80.9887028532687,415.378343666667,173.8173441875,0.17410807581908,0,0.559638875
"139",70,"BB1","Mar",6.694252,6.67239454166667,NA,86.2882083333333,69.2573555597422,25.9786909166667,0.119509749762867,0.0520833333333333,4.89939641666667
"140",70,"BB2","Mar",4.63008301388889,5.01381059027778,5.28289656944444,83.6823747754167,68.6576914166667,26.0435795625,0.1307073222857,0.0479166666666667,3.78718089583333
"141",71,"BB1","Mar",6.6584538125,6.61725333333333,NA,75.532589375,416.357938837714,190.1562525,0.260628670501648,0,7.32888883333333
"142",71,"BB2","Mar",5.12229095833333,5.09626823611111,5.15062913888889,71.4604422844938,431.297421895833,180.651466083333,0.290279687014964,0,6.63068225
"143",72,"BB1","Mar",6.91746308333333,6.82404591666667,NA,77.3177095833333,347.574664806504,153.00871825,0.217798296924278,0,5.14057791666667
"144",72,"BB2","Mar",5.2029855,5.48006125694444,5.62373853472222,73.4889279308292,356.086159333333,145.307476625,0.241583696009751,0,4.14048925
"145",73,"BB1","Mar",7.03532689583333,6.9414476875,NA,60.5901620833333,290.266512431206,123.108222666667,0.360796998054317,0,4.66053054166667
"146",73,"BB2","Mar",4.79211355555556,5.26426891666667,5.70480943055556,54.4809138801542,280.313108520833,115.0304749375,0.388652632342265,0,3.25169939583333
"147",74,"BB1","Mar",6.48965216666667,6.6063604375,NA,34.9691158333333,413.197681767855,182.465331375,0.471345271762921,0,2.3187153125
"148",74,"BB2","Mar",3.12367100694444,3.95304154861111,5.04491532638889,25.3669503948917,404.418025625,171.311127854167,0.501889170906667,0,1.25177802083333
"149",75,"BB1","Mar",6.043320125,6.230717625,NA,53.2269097916667,463.224559220716,203.424183645833,0.363680611398733,0,2.21657716666667
"150",75,"BB2","Mar",2.63670567361111,3.38422171527778,4.22769594444444,46.1138294035646,439.698537979167,192.229044,0.394806634736925,0,0.844900833333333
"151",76,"BB1","Mar",6.0265416875,6.10151554166667,NA,72.712563125,468.793422128829,206.125822,0.316312593885728,0,3.8134534375
"152",76,"BB2","Mar",3.02563017361111,3.51937372222222,4.04522784027778,68.2559618558312,447.857848375,192.421797833333,0.34680537355956,0,1.818313125
"153",77,"BB1","Mar",6.5456105625,6.42961785416667,NA,82.6731125,415.541379842052,176.210057770833,0.202990829948358,0,4.29717870833333
"154",77,"BB2","Mar",3.77064341666667,4.01165839583333,4.33395342361111,79.574432927125,391.389373125,165.973451270833,0.224966047034246,0,2.52255477083333
"155",78,"BB1","Mar",7.09516160416667,6.86514683333333,NA,81.2094210416667,479.974651083274,205.139598458333,0.261874734062453,0.00208333333333333,5.900277625
"156",78,"BB2","Mar",4.43998983333333,4.4843644375,4.60208690972222,77.9111964122771,458.578889958333,192.822251166667,0.282954547171049,0,3.59491183333333
"157",79,"BB1","Mar",7.70586120833333,7.37816864583333,NA,77.1292385416667,457.233704893905,193.456600083333,0.301829309718412,0.00208333333333333,7.05815216666667
"158",79,"BB2","Mar",5.11712670138889,5.02508084027778,4.93845211111111,73.2747626320521,431.6959910625,179.766150645833,0.32573417988979,0,4.58978045833333
"159",80,"BB1","Mar",8.12740872916667,7.77678239583333,NA,81.6248002083333,487.614906196367,204.390659604167,0.258373549797827,0,6.55970610416667
"160",80,"BB2","Mar",5.50255445833333,5.34488235416667,5.19788440277778,78.3832042207354,457.008770270833,192.673217083333,0.283272489403633,0,4.08485797916667
"161",81,"BB1","Mar",8.4689346875,8.11167245833333,NA,86.910839375,470.46347111946,198.667472916667,0.171537023396702,0,6.46917960416667
"162",81,"BB2","Mar",5.708290375,5.57858013194444,5.40882577777778,84.3898891069937,438.411892,188.935996166667,0.188808808938085,0,4.10449166666667
"163",82,"BB1","Mar",8.60433635416667,8.32614714583333,NA,87.9156760416667,274.794191901768,109.036571166667,0.135866749307414,0.00208333333333333,6.90651858333333
"164",82,"BB2","Mar",6.1764734375,5.91532520138889,5.69556823611111,85.5317151564271,248.400092458333,101.013228104167,0.149217847643341,0,4.8092935
"165",83,"BB1","Mar",8.50939364583333,8.30774652083333,NA,80.2551610416667,313.098645886959,126.6448861875,0.211595196488121,0.0604166666666667,7.14684752083333
"166",83,"BB2","Mar",6.51985975,6.27642485416667,6.04901092361111,76.8268421464771,287.181964083333,119.437017229167,0.233706753545288,0.0583333333333333,6.20016847916667
"167",84,"BB1","Mar",8.3661630625,8.24245270833333,NA,93.0333422916667,188.975021339731,76.4208949583333,0.0695296328842859,0.141666666666667,5.19370427083333
"168",84,"BB2","Mar",6.448740125,6.37330975,6.26296091666667,91.3470728462896,165.6489565,70.0180228958333,0.0802093831048028,0.208333333333333,3.8586049375
"169",85,"BB1","Mar",8.2226053125,8.09588089583333,NA,84.5579864583333,461.95453491248,197.333809229167,0.176487363045664,0.00208333333333333,5.87726435416667
"170",85,"BB2","Mar",6.34305463194444,6.22035133333333,6.03995304861111,81.7162717521979,451.766851770833,194.56014275,0.194922870862411,0.00208333333333333,3.8826019375
"171",86,"BB1","Mar",8.512867,8.34935714583333,NA,88.4070697916667,213.538885752345,82.6180226666667,0.114043328598238,0.0458333333333333,6.32878139583333
"172",86,"BB2","Mar",6.26694277777778,6.26902606944444,6.24797898611111,86.0901006163646,198.979300291667,80.7867132916667,0.128481496782427,0.0395833333333333,5.31730860416667
"173",87,"BB1","Mar",8.25742395833333,8.16958091666667,NA,96.2069535416667,163.60753649777,62.0962278541667,0.0398613270558729,0.1375,7.21335802083333
"174",87,"BB2","Mar",7.11605777777778,6.80684617361111,6.56809218055556,94.9533425180021,133.463347916667,60.274213,0.0496920734900178,0.1875,6.31770785416667
"175",88,"BB1","Mar",8.4910905,8.34925170833333,NA,95.4736185416667,86.2526830992146,31.2352342083333,0.0528606190651647,0.245833333333333,8.77968975
