"","jday","Site","month","TS.5_mean","TS.10_mean","RH_mean","PARin_mean","SWin_mean","VPD_mean","Ta_mean","WTH._mean","SWC_mean","Precip_mean","TS.5_min","TS.10_min","RH_min","PARin_min","SWin_min","VPD_min","Ta_min","WTH._min","SWC_min","Precip_min","TS.5_max","TS.10_max","RH_max","PARin_max","SWin_max","VPD_max","Ta_max","WTH._max","SWC_max","Precip_max","month_local","NEE_f","GPP_DT","GPP_f","Reco","Reco_DT","CH4_f","CH4_f_RF","NEEgC_f","GPPgC_DT","GPPgC_f","RecogC","RecogC_DT","CH4gC_f","CH4mgC_f","CH4gC_f_RF","CH4mgC_f_RF","NEEcum","GPPcum_f","Recocum","CH4mgCcum","CH4cum_f_RF","CH4cum_f_RF_gC","co2","ch4","co2gC","ch4gC","ch4mgC","CH4_gC","CH4_mgC","logCH4_gC","logCH4_mgC"
"11",10,"BB1","Jan",5.40441639585833,5.5807397627309,95.8513843541667,33.8165762356676,10.6655514583333,0.0388087929702016,4.534677125,11.808637431625,NA,0.330208333333333,NA,NA,81.24295,0,0,0.00045468056151068,0.567641,9.952045398,NA,0,NA,NA,99.948616,403.320973784311,117.948,0.18239987316799,8.367929,13.21495502,NA,1.7,"1",0.347529158566776,0.0907194131495443,0.191919400339141,0.539448558905917,0.35274853202412,0.00948039585451023,0.0237135340840366,0.360618496795035,0.0941362691264088,0.199147852633515,0.55976634942855,0.366034452734277,0.0098374654839745,9.8374654839745,0.0246066806317778,24.6066806317778,2.57764416170784,1.99945706198567,4.57710122369351,99.9612245606657,72.0095462100574,0.0720095462100574,0.463612333333333,0.00983144666666667,0.481073828256,0.01020173827392,10.20173827392,0.04020173827392,36.20173827392,-3.21384504364724,3.58910713629544
"12",10,"BB2","Jan",3.89656623611111,4.19913814236111,93.9948124045912,33.3481720416667,16.1671696458333,0.0543549130956909,4.28154308333333,11.37363121875,NA,0.488541666666667,2.25062466666667,2.849046,73.977173,-0.524262,-1.660383,0.00600404446168248,0.9274,8.917801,NA,0,5.76494933333333,5.67615533333333,99.202248,413.218506,208.8694,0.239678334020189,7.921948,12.896698,NA,2.2,"1",0.536778089213923,0.13379902953458,0.0949010938684916,0.631679183082415,0.545936693005717,NA,0.00773295226264844,0.556995299166077,0.138838436182971,0.0984754486679545,0.655470747834031,0.566498852611084,NA,NA,0.00802420617666883,8.02420617666883,5.29550866555585,1.20920473050276,6.50471339605861,NA,132.805402628245,0.132805402628245,0.561738,0.000884,0.582895300032,0.000917294976,0.917294976,0.030917294976,26.917294976,-3.47643954369535,3.29276901592383
"13",11,"BB1","Jan",6.09474291155833,6.06145145799479,88.4644457291667,52.1953843495286,22.55305696875,0.116199125646382,6.78019534375,12.4985321054792,NA,0.261458333333333,NA,NA,57.223347,0,0,0,1.635679,11.850852064,NA,0,NA,NA,100,547.330939406794,272.15741,0.400438845280716,10.455771,14.012243618,NA,1.8,"1",0.247387233816408,0.0758430642139621,0.353343442382564,0.600730676198972,0.414400328868586,0.00975495652144003,0.0100903065007779,0.256704826590869,0.0786996173845168,0.36665176979646,0.62335659638733,0.430008302855093,0.0101223672038635,10.1223672038635,0.0104703478048232,10.4703478048232,2.83434898829871,2.36610883178213,5.20045782008084,110.083591764529,82.4798940148806,0.0824798940148806,0.596081416666667,0.00592941366666667,0.618532227144,0.006152739103008,6.152739103008,0.036152739103008,32.152739103008,-3.32000256276349,3.47049764465974
"14",11,"BB2","Jan",4.67030140277778,4.72341744791667,85.4469861772505,54.59661103125,25.5471248854167,0.14553796583003,6.46187029166667,12.48138953125,NA,0.314583333333333,2.90522033333333,3.34895333333333,50.65510089651,-0.532584,-2.793421,0.00607781546976122,1.328812,12.128304,NA,0,6.32898033333333,6.140864,99.263495,534.333374,267.824585,0.471617683096249,9.712955,13.098297,NA,2.9,"1",0.620677503583377,0.127185825924367,0.0899209049871246,0.710598408570501,0.648231291130641,NA,0.00749251835020747,0.644054701078341,0.131976152871982,0.0933076859525596,0.7373623870309,0.672646274479785,NA,NA,0.00777471656134968,7.77471656134968,5.93956336663419,1.30251241645532,7.24207578308951,NA,140.580119189594,0.140580119189594,0.672822066666667,-0.00504502666666667,0.6981632369856,-0.00523504255104,-5.23504255104,0.02476495744896,20.76495744896,-3.69832563113602,3.03326682790942
"15",12,"BB1","Jan",6.43972376717292,6.37589390489445,94.7443658333333,43.7940107489188,19.6937218333333,0.0428303282647446,6.28240938541667,13.1503141884792,NA,0.367708333333333,NA,NA,72.65596,0,0,0,-3.491251,12.32100361,NA,0,NA,NA,100,321.137430744915,168.984039,0.21062601977004,11.977388,13.981715104,NA,2.3,"1",-0.0164470290865756,0.114166796795078,0.627530120675175,0.6110830915886,0.386653419184644,0.0104362384577344,0.0113844231949885,-0.0170664899900924,0.118466775029568,0.651165415140285,0.634098925150193,0.401216333564814,0.0108293089430065,10.8293089430065,0.0118132061102045,11.8132061102045,2.81728249830862,3.01727424692242,5.83455674523103,120.912900707536,94.2931001250851,0.0942931001250851,-0.657196885714286,0.0143050793571429,-0.681949549217829,0.0148438658660503,14.8438658660503,0.0448438658660503,40.8438658660503,-3.10456846981893,3.70975664763272
"16",12,"BB2","Jan",5.05696454513889,5.06635827777778,93.1207255365105,43.8703643125,21.2632664479167,0.0580949027551372,5.95562582291667,13.5885355208333,NA,0.388541666666667,2.499608,2.96506033333333,68.1916420268,-1.098458,-1.086417,0.00278946691157181,-4.33207,12.162201,NA,0,7.47832466666667,7.03271433333333,99.734238,328.013,179.060593,0.250261036688379,11.25277,14.896698,NA,2.6,"1",0.630822058330591,0.145704598462897,0.0816748690743426,0.712496927404934,0.599293342077994,NA,0.0141715208939809,0.654581340335555,0.151192416459403,0.0847510713431586,0.739332411678713,0.62186512651402,NA,NA,0.0147052770569318,14.7052770569318,6.59414470696974,1.38726348779848,7.98140819476822,NA,155.285396246526,0.155285396246526,0.261466666666667,-0.00725666666666667,0.2713145472,-0.00752998176,-7.52998176,0.02247001824,18.47001824,-3.79557338103623,2.91614878175803
"17",13,"BB1","Jan",5.563369533475,5.81873720029722,75.3491537708333,87.6963622871949,47.5247551145833,0.17486047342341,0.7014504375,12.5115118670833,NA,0.00625,-128.587601,-120.805618,58.555424,0,0,0.0201305174056657,-6.737911,11.44753951,NA,0,6.764384,6.718459,98.587479,552.389342877743,319.62616,0.50388199045215,12.374728,14.099590942,NA,0.5,"1",0.184863580188573,0.141729989936965,0.210272605559721,0.395136185748295,0.206192570462035,0.00523626759808839,0.00157027631254401,0.191826282072796,0.147068108277951,0.218192312975523,0.410018595048318,0.213958607435917,0.00543348638090279,5.43348638090279,0.00162941919957967,1.62941919957967,3.00910878038141,3.23546655989794,6.24457534027935,126.346387088438,95.9225193246647,0.0959225193246647,0.1274849125,0.00211263811875,0.1322865042444,0.0021922085208546,2.1922085208546,0.0321922085208546,28.1922085208546,-3.43603082711361,3.33904564618125
"18",13,"BB2","Jan",4.074724875,4.45870563888889,70.2493438699459,103.100644833333,48.1488274479167,0.210098554936594,0.366442489583333,12.8359876979167,NA,0.00416666666666667,1.51505933333333,2.17165333333333,50.094131,-3.128933,-4.100133,0.0229584137192549,-6.653678,10.300003,NA,0,7.56209566666667,7.11057133333333,96.683197,645.188416,330.384705,0.599767403739017,11.6398,15.695007,NA,0.4,"1",0.373073828560501,0.185949796330003,0.15241298046426,0.525486809024761,0.350687867099031,NA,0.000836827242904917,0.387125281239404,0.192953409458976,0.158153462960466,0.545278744199869,0.363896174925449,NA,NA,0.000868345504181688,0.868345504181688,6.98126998820915,1.54541695075894,8.52668693896809,NA,156.153741750708,0.156153741750708,0.258179536585366,-0.00277924390243902,0.267903610651317,-0.00288392134478049,-2.88392134478049,0.0271160786552195,23.1160786552195,-3.60762841872359,3.1405284210808
"19",14,"BB1","Jan",4.63300551428542,5.01706215129306,76.09462828125,75.1735054934564,35.15394725,0.15553215819353,-0.712888791666667,11.775420101,NA,0.00416666666666667,NA,NA,59.374477,0,0,0.0232015994068265,-8.422523,10.900402658,NA,0,NA,NA,93.732582,455.837857302584,252.968002,0.475152428503825,9.346603,12.690112456,NA,0.4,"1",0.164015042963744,0.106010362482248,-0.00661174800464775,0.157403294959096,0.0938448770140293,0.00408727403974455,0.00577167816161476,0.17019250554193,0.110003136774779,-0.0068607728814948,0.163331732660436,0.0973794504618857,0.00424121712917749,4.24121712917749,0.00598906264789382,5.98906264789382,3.17930128592334,3.22860578701644,6.40790707293979,130.587604217616,101.911581972559,0.101911581972559,0.171487191304348,0.0043334747826087,0.177946084877635,0.00449669077682087,4.49669077682087,0.0344966907768209,30.4966907768209,-3.36689187905783,3.41761817860628
"20",14,"BB2","Jan",3.03194969097222,3.58437359722222,72.0860330195427,78.9576937916667,36.4410325208333,0.173530690529314,-1.28309230208333,11.3876937395833,NA,0.00416666666666667,0.555076666666667,1.333579,51.496712,-1.422998,-2.727774,0.0289435182398622,-8.519351,8.9972,NA,0,5.98134833333333,5.959161,91.12996871405,502.592804,261.76239,0.551413271111134,8.870836,13.699402,NA,0.4,"1",0.199599538867631,0.1035377668463,0.0364156432416819,0.236015182109313,0.100881815839885,NA,0.00357964716838542,0.207117255899541,0.107437413296799,0.0377872020287366,0.244904457928278,0.104681428551678,NA,NA,0.00371447099933549,3.71447099933548,7.18838724410869,1.58320415278768,8.77159139689637,NA,159.868212750043,0.159868212750043,0.184827068965517,0.00402986206896552,0.191788395691034,0.00418164279393103,4.18164279393103,0.034181642793931,30.181642793931,-3.37606653943239,3.40723388505678
"21",15,"BB2","Jan",2.05135035416667,2.49882502083333,91.410765779398,37.852215328125,13.834976953125,0.042144673609493,-2.71747490625,10.228915984375,NA,0.021875,0.731504333333333,1.297674,65.87043232755,-1.006916,-0.705198,0.00296387765810795,-9.421757,8.896698,NA,0,5.85789533333333,5.863812,99.696854,328.828888,125.030701,0.213072662508137,7.743731,13.586098,NA,0.4,"1",0.2768104767604,0.0687057083711476,-0.0356807579731095,0.241129718787291,0.123024400245483,NA,-5.49477821128499e-05,0.287236266557104,0.0712934401712385,-0.0370246380414087,0.250211628515696,0.127657991256329,NA,NA,-5.70173353783483e-05,-0.0570173353783483,7.47562351066579,1.54617951474627,9.02180302541206,NA,159.811195414665,0.159811195414665,0.321618161290323,-0.00497716129032258,0.333731587717161,-0.00516462109316129,-5.16462109316129,0.0248353789068387,20.8353789068387,-3.69548607356966,3.03665245078242
"22",16,"BB2","Jan",0.684826555555556,1.17592744444444,83.4380212367152,98.7796494375,38.3846490208333,0.100354764892464,-1.18271354166667,8.85327508333333,NA,0.03125,0.331375666666667,0.764436,65.85127380375,-0.033284,-2.748872,0.00598098996325035,-7.191462,8.456703,NA,0,0.961599666666667,1.51903233333333,98.68785635759,605.103577,255.213196,0.205469978120064,3.071092,9.293297,NA,0.4,"1",0.352401010322518,0.14819552561105,-0.0575685328600911,0.294832477462427,0.213087378651694,NA,0.00257835206441059,0.365673841975305,0.153777161887664,-0.0597367940817335,0.305937047893571,0.221113101681231,NA,NA,0.00267546311656455,2.67546311656455,7.8412973526411,1.48644272066454,9.32774007330563,NA,162.48665853123,0.16248665853123,0.4035518,0.00361493333333333,0.4187511749952,0.0037510861824,3.7510861824,0.0337510861824,29.7510861824,-3.38874267899924,3.39286564165793
"23",24,"BB2","Jan",5.84741820833333,5.42610958333333,94.4012912692406,68.4111080416667,28.9894556875,0.0659675338696465,9.13384058333333,12.9002919166667,NA,0.197916666666667,5.51838033333333,5.06801433333333,87.77895199799,-1.023542,-1.90181,0.00979582342361544,6.676475,12.407799,NA,0,6.49139733333333,5.99871066666667,99.15718905584,513.993774,233.409897,0.151739961276285,10.42558,13.311096,NA,4.9,"1",0.502288693993334,1.04549838339228,0.165710607329532,0.667999301322866,3.47166063011024,NA,0.0109370889338533,0.521206895363899,1.08487603450437,0.171951931643991,0.69315882700789,3.60241725608271,NA,NA,0.0113490234514579,11.3490234514579,11.0461754180165,1.28259250960412,12.3287679276206,NA,157.739363984252,0.157739363984252,0.547766714285714,0.0288727142857143,0.568397799812571,0.0299601761965714,29.9601761965714,0.0599601761965714,55.9601761965714,-2.81407466718349,4.02464029840868
"24",25,"BB2","Jan",5.88017015972222,5.59475502083333,95.8881813469006,50.3422450416667,21.3155253958333,0.0437275051955198,7.6699238125,12.2532580625,NA,0.191666666666667,5.42624633333333,5.29362666666667,90.30270683809,-1.148365,-1.486717,0.00830026945720386,6.620447,11.801697,NA,0,6.473479,5.97284366666667,99.19742422848,269.209412,116.127701,0.0981487600872622,9.128222,12.655602,NA,2,"1",0.469556385728566,0.58615648320915,0.236453972078232,0.706010357806798,1.91145042537701,NA,0.00247054602046007,0.487241757440647,0.608233480992739,0.245359774482586,0.732601531923233,1.98344329419841,NA,NA,0.00256359666577468,2.56359666577468,11.5334171754572,1.52795228408671,13.0613694595439,NA,160.302960650026,0.160302960650026,0.412543555555556,-0.00136544444444444,0.428081596032,-0.001416872544,-1.416872544,0.028583127456,24.583127456,-3.55493868433568,3.20206033184557
"25",26,"BB2","Jan",6.30035122222222,5.99102659027778,85.6053552588125,85.61149025,36.6851203333333,0.169712975783334,9.09950114583333,11.2821270416667,NA,0.0395833333333333,5.806967,5.63461433333333,74.27025982166,-1.006894,-2.077548,0.0575611757196384,6.710743,10.699402,NA,0,6.94222933333333,6.42403,94.13667630378,524.963074,237.134201,0.320269609649139,10.8924,11.796097,NA,0.8,"1",0.393143595058676,0.39299429832636,0.316193214635874,0.70933680969455,0.94063825440639,NA,0.00901230935125521,0.407950955422966,0.407796035578524,0.32810231587192,0.736053271294886,0.976066453620353,NA,NA,0.00935174897066089,9.35174897066089,11.9413681308801,1.85605459995863,13.7974227308388,NA,169.654709620687,0.169654709620687,0.469087391304348,0.00745704347826087,0.486755098810435,0.00773790556382609,7.73790556382609,0.0377379055638261,33.7379055638261,-3.27709023703572,3.51862199943011
"26",27,"BB2","Jan",6.18150963194444,6.07357861111111,85.45149702906,112.252582083333,47.2863668125,0.160050570455115,7.72239054166667,10.2035622708333,NA,0.154166666666667,5.507516,5.641658,71.01801518186,-0.324538,-2.704464,0.0435438067612621,5.500352,9.852203,NA,0,6.712571,6.50112866666667,95.17766821678,664.272827,279.791901,0.349348872335395,9.833793,10.671097,NA,2,"1",0.583366958384036,0.245753215180597,0.0446359808554207,0.628002939239456,0.426882020243309,NA,0.0153082470440399,0.605338891504612,0.255009264277159,0.0463171504383592,0.651656041942971,0.442960104653753,NA,NA,0.0158848168607066,15.8848168607066,12.5467070223847,1.90237175039699,14.4490787727817,NA,185.539526481394,0.185539526481394,0.178747526315789,0.00724863157894737,0.185479873146947,0.00752164403873684,7.52164403873684,0.0375216440387368,33.5216440387368,-3.28283733814052,3.51219132091284
"27",28,"BB2","Jan",6.10159497222222,6.04688845138889,93.4795066940762,87.1105362083333,38.5877978333333,0.0676953455436548,6.3380351875,9.79238127083333,NA,0.0416666666666667,5.58517233333333,5.682512,82.47970545124,-0.016643,-2.977672,0.012973007734867,3.008408,9.297203,NA,0,7.17188,6.87290466666667,98.61060296254,591.786377,272.734589,0.206155085101394,9.518454,10.237198,NA,1.1,"1",0.0886726347975634,0.228256001274859,0.478194133126713,0.566866767924277,0.358109857300684,NA,0.015951684637908,0.0920124009145788,0.236853035306875,0.496204836956798,0.588217237871377,0.371597706966057,NA,NA,0.0165524888881102,16.5524888881102,12.6387194232993,2.39857658735378,15.0372960106531,NA,202.092015369504,0.202092015369504,-0.0823959,0.0027499,-0.0854992591776,0.0028534722336,2.8534722336,0.0328534722336,28.8534722336,-3.41569783998436,3.36223034042956
"28",29,"BB2","Jan",6.39831979166667,6.28912909722222,93.6240018723848,107.5632184375,47.9029636041667,0.0711624633284969,7.83443002083333,9.800472875,NA,0.28125,5.67355833333333,6.00503533333333,85.34478768775,-0.016643,-2.672704,0.013657209462828,4.147938,9.158897,NA,0,7.25757166666667,6.97366,98.33775649358,829.552612,380.700592,0.186310195216017,10.56891,10.358902,NA,1.5,"1",0.466397976048913,0.182588956420945,0.148493199097438,0.614891175146351,0.400614745039869,NA,0.0082992736915651,0.483964389418819,0.189465986875584,0.154086046948244,0.638050436367063,0.41570349879705,NA,NA,0.00861185753588421,8.61185753588421,13.1226838127181,2.55266263430203,15.6753464470202,NA,210.703872905388,0.210703872905388,0.38723625,0.0081005125,0.40182111612,0.0084056102028,8.4056102028,0.0384056102028,34.4056102028,-3.25955173102863,3.53821963837276
"29",30,"BB2","Jan",5.72326123611111,5.84166379861111,90.2611604826713,73.096901625,32.3928523333333,0.102839726727919,6.21862383333333,9.47638722916667,NA,0.447916666666667,4.95374066666667,5.37622366666667,64.3079274427,0,-2.371916,0.00846635107360839,3.750847,9.1017,NA,0,6.61722166666667,6.34708833333333,99.08046405424,432.906097,198.328293,0.404804169160646,9.275236,10.687202,NA,3,"1",0.260746250856695,0.176824866160253,0.324903937138312,0.585650187995006,0.327847442558238,NA,-2.47522836380228e-05,0.270566997648962,0.183484797919313,0.337141119026689,0.60770811667565,0.340195488634751,NA,NA,-2.56845536489653e-05,-0.0256845536489653,13.3932508103671,2.88980375332872,16.2830545636958,NA,210.678188351739,0.210678188351739,0.153791272727273,-0.00673635909090909,0.159583667223273,-0.00699007731970909,-6.99007731970909,0.0230099226802909,19.0099226802909,-3.77182973520601,2.94496108917439
"30",31,"BB2","Jan",6.56353197222222,6.32149015277778,97.8851526325281,16.8884059166667,6.76206658333333,0.0268103429159306,9.04150858333333,13.4866292708333,NA,1.25208333333333,5.923486,5.882709,92.36599803559,0.016643,-0.184246,0.0068853068867775,5.770771,10.862198,NA,0,7.22776733333333,6.83510366666667,99.263495,103.292503,43.90958,0.104601837966539,11.65738,15.862198,NA,4.3,"1",1.07721456206793,0.0875103100219069,-0.405467922011431,0.671746640056503,0.412761106508742,NA,0.00549074472182118,1.11778677133366,0.090806298338572,-0.420739465826069,0.697047305507592,0.428307340824287,NA,NA,0.00569754813102385,5.69754813102385,14.5110375817008,2.46906428750265,16.9801018692034,NA,216.375736482763,0.216375736482763,0.796215,-0.00646,0.82620364176,-0.00670330944,-6.70330944,0.02329669056,19.29669056,-3.75944396455006,2.95993360763244
