"","jday","Site","month_local","NEE_f","GPP_DT","GPP_f","Reco","Reco_DT","CH4_f","CH4_f_RF","NEEgC_f","GPPgC_DT","GPPgC_f","RecogC","RecogC_DT","CH4gC_f","CH4mgC_f","CH4gC_f_RF","CH4mgC_f_RF","NEEcum","GPPcum_f","Recocum","CH4mgCcum","CH4cum_f_RF","CH4cum_f_RF_gC","co2","ch4","co2gC","ch4gC","ch4mgC"
"11",11,"BB1","1",0.247387233816408,0.0758430642139621,0.353343442382564,0.600730676198972,0.414400328868586,0.00975495652144003,0.0100903065007779,0.256704826590869,0.0786996173845168,0.36665176979646,0.62335659638733,0.430008302855093,0.0101223672038635,10.1223672038635,0.0104703478048232,10.4703478048232,2.83434898829871,2.36610883178213,5.20045782008084,110.083591764529,82.4798940148806,0.0824798940148806,0.596081416666667,0.00592941366666667,0.618532227144,0.006152739103008,6.152739103008
"12",12,"BB1","1",-0.0164470290865756,0.114166796795078,0.627530120675175,0.6110830915886,0.386653419184644,0.0104362384577344,0.0113844231949885,-0.0170664899900924,0.118466775029568,0.651165415140285,0.634098925150193,0.401216333564814,0.0108293089430065,10.8293089430065,0.0118132061102045,11.8132061102045,2.81728249830862,3.01727424692242,5.83455674523103,120.912900707536,94.2931001250851,0.0942931001250851,-0.657196885714286,0.0143050793571429,-0.681949549217829,0.0148438658660503,14.8438658660503
"13",13,"BB1","1",0.184863580188573,0.141729989936965,0.210272605559721,0.395136185748295,0.206192570462035,0.00523626759808839,0.00157027631254401,0.191826282072796,0.147068108277951,0.218192312975523,0.410018595048318,0.213958607435917,0.00543348638090279,5.43348638090279,0.00162941919957967,1.62941919957967,3.00910878038141,3.23546655989794,6.24457534027935,126.346387088438,95.9225193246647,0.0959225193246647,0.1274849125,0.00211263811875,0.1322865042444,0.0021922085208546,2.1922085208546
"14",14,"BB1","1",0.164015042963744,0.106010362482248,-0.00661174800464775,0.157403294959096,0.0938448770140293,0.00408727403974455,0.00577167816161476,0.17019250554193,0.110003136774779,-0.0068607728814948,0.163331732660436,0.0973794504618857,0.00424121712917749,4.24121712917749,0.00598906264789382,5.98906264789382,3.17930128592334,3.22860578701644,6.40790707293979,130.587604217616,101.911581972559,0.101911581972559,0.171487191304348,0.0043334747826087,0.177946084877635,0.00449669077682087,4.49669077682087
"15",15,"BB1","1",0.154634804983944,0.0777474118666078,0.022533722723216,0.17716852770716,0.122791934246918,0.0034165140139061,0.00924201333714532,0.16045897027886,0.0806756903871517,0.0233824328558632,0.183841403134723,0.127416769658394,0.00354519359772586,3.54519359772586,0.00959010452747556,9.59010452747556,3.3397602562022,3.25198821987231,6.59174847607451,134.132797815342,111.501686500034,0.111501686500034,NA,NA,NA,NA,NA
"16",16,"BB1","1",0.155493076097619,0.116204712259994,0.113135118911549,0.268628195009168,0.254978203978018,0.00535285326952004,0.000910592945086112,0.161349567315759,0.120581446542555,0.117396240030234,0.278745807345993,0.264581703052646,0.00555446313506325,5.55446313506325,0.000944889517769835,0.944889517769835,3.50110982351796,3.36938445990254,6.8704942834205,139.687260950405,112.446576017804,0.112446576017804,NA,NA,NA,NA,NA
"17",17,"BB1","1",0.22474657444049,0.130425830786173,0.0443697810682897,0.26911635550878,0.268881027453492,0.0042254474107791,0.000427023276950522,0.233211429420217,0.135338189276903,0.0460409245024458,0.279252353922663,0.2790081624715,0.00438459466205868,4.38459466205868,0.000443106681653586,0.443106681653586,3.73432125293818,3.41542538440499,7.14974663734317,144.071855612464,112.889682699458,0.112889682699458,NA,NA,NA,NA,NA
"18",18,"BB1","1",-0.243428495944378,0.0841243627525576,0.563589292059203,0.320160796114825,0.369705225685164,0.00496326071863426,0.00326895638507743,-0.252596986815627,0.0872928227512699,0.584816319155321,0.332219332339694,0.38362980330537,0.0051501969703409,5.1501969703409,0.00339207835836499,3.39207835836499,3.48172426612255,4.00024170356031,7.48196596968286,149.222052582805,116.281761057823,0.116281761057823,NA,NA,NA,NA,NA
"19",19,"BB1","1",-0.0972496002729655,0.0819973657872688,0.458162256380513,0.360912656107547,0.470451393468733,0.00867084370177294,0.00270023947385764,-0.100912409217646,0.0850857145722805,0.475418479604828,0.374506070387182,0.488170474752339,0.00899742235895651,8.99742235895651,0.00280194129340101,2.80194129340101,3.38081185690491,4.47566018316514,7.85647204007004,158.219474941761,119.083702351224,0.119083702351224,NA,NA,NA,NA,NA
"20",20,"BB1","1",0.296963068852234,0.0946385242059951,0.0803863457952091,0.377349414647443,0.527173265101908,0.0106258229270573,-3.61059500434014e-05,0.308147885877485,0.0982029895816897,0.0834140171232398,0.391561903000724,0.547028718958707,0.0110260339217819,11.0260339217819,-3.7465844545836e-05,-0.037465844545836,3.68895974278239,4.55907420028838,8.24803394307077,169.245508863543,119.046236506678,0.119046236506678,NA,NA,NA,NA,NA
"21",21,"BB1","1",0.077956380109127,0.0868347706351972,0.325208633337657,0.403165013446784,0.612111548517269,0.0152828503112765,-0.00207049927032118,0.0808925292095571,0.0901053154364013,0.337457291303687,0.418349820513244,0.635166117880624,0.0158584635854004,15.8584635854004,-0.00214848255483856,-2.14848255483856,3.76985227199195,4.89653149159206,8.66638376358401,185.103972448943,116.897753951839,0.116897753951839,NA,NA,NA,NA,NA
"22",22,"BB1","1",0.235999054296225,0.057553550120473,0.135271338268093,0.371270392564318,0.551878534243054,0.00889337979065656,0.00308986543479688,0.244887722677238,0.0597212470322105,0.140366197952623,0.385253920629861,0.572664487356784,0.00922834004709185,9.22834004709185,0.00320624212653307,3.20624212653307,4.01473999466918,5.03689768954469,9.05163768421387,194.332312496035,120.103996078372,0.120103996078372,NA,NA,NA,NA,NA
"23",23,"BB1","1",0.194513781192381,0.0643384775014097,0.212703385566365,0.407217166758746,0.675534886199476,0.00727840872702471,0.00616578360611285,0.201839948247211,0.0667617219180228,0.220714645880336,0.422554594127547,0.700978232153293,0.00755254271331937,7.55254271331937,0.00639801167985348,6.39801167985348,4.2165799429164,5.25761233542502,9.47419227834142,201.884855209355,126.502007758226,0.126502007758226,NA,NA,NA,NA,NA
"24",24,"BB1","1",0.0510125526047448,0.107144628149936,0.347534157147591,0.398546709752336,0.674998323685117,0.0108136645680556,0.00510744724749653,0.0529338893860499,0.111180123424576,0.360623683642398,0.413557573028448,0.700421460548394,0.0112209504303468,11.2209504303468,0.00529981414062624,5.29981414062624,4.26951383230245,5.61823601906742,9.88774985136987,213.105805639702,131.801821898852,0.131801821898852,NA,NA,NA,NA,NA
"25",25,"BB1","1",0.147736872387682,0.0916267238967896,0.212524927490475,0.360261799878157,0.591061313398041,0.0156236368009514,0.0063157768231875,0.153301233949292,0.0950777528256383,0.220529466359476,0.373830700308768,0.613323046705865,0.0162120854574224,16.2120854574224,0.00655365424145603,6.55365424145603,4.42281506625174,5.8387654854269,10.2615805516786,229.317891097124,138.355476140308,0.138355476140308,NA,NA,NA,NA,NA
"26",26,"BB1","1",0.0496226741788691,0.126999196749061,0.329894711319971,0.37951738549884,0.6745000887711,0.00724026236843666,0.00184931363266233,0.051491662579142,0.131782494495418,0.342319865727126,0.393811528306268,0.699904460114575,0.00751295961028145,7.51295961028145,0.00191896618132292,1.91896618132292,4.47430672883088,6.18108535115402,10.6553920799849,236.830850707405,140.274442321631,0.140274442321631,NA,NA,NA,NA,NA
"27",27,"BB1","1",-0.0523620112394576,0.1465924128988,0.399441102274947,0.34707909103549,0.60370183511891,0.00338628422796343,0.00481357192750434,-0.0543341740307805,0.15211366953822,0.414485651951031,0.36015147792025,0.626439661036829,0.00351382523712545,3.51382523712545,0.00499487030058187,4.99487030058186,4.4199725548001,6.59557100310505,11.0155435579052,240.344675944531,145.269312622213,0.145269312622213,NA,NA,NA,NA,NA
"28",28,"BB1","1",-0.102571954568331,0.133535850002073,0.423879903504726,0.321307948936395,0.553201200106871,0.00538250244004689,0.00872657755626736,-0.106435224665193,0.138565344256551,0.439844916190328,0.333409691525135,0.574036970107696,0.00558522901194882,5.58522901194882,0.00905525537334662,9.05525537334662,4.31353733013491,7.03541591929538,11.3489532494303,245.92990495648,154.324567995559,0.154324567995559,NA,NA,NA,NA,NA
"29",29,"BB1","1",-0.198130518721069,0.140676082621524,0.535219936613554,0.337089417892485,0.62710840687061,0.00113048027841651,0.00712093132021355,-0.205592906578179,0.145974506597381,0.555378460306167,0.349785553727987,0.650727817906985,0.00117305868762279,1.17305868762279,0.00738913407745807,7.38913407745807,4.10794442355673,7.59079437960155,11.6987388031583,247.102963644102,161.713702073017,0.161713702073017,NA,NA,NA,NA,NA
"30",30,"BB1","1",-0.00234296961996508,0.117191892790375,0.306758556933127,0.304415587313162,0.552101474174076,0.00613162529797988,0.00779868740368229,-0.00243121522773144,0.121605808240432,0.318312311221456,0.315881095993725,0.572895824097369,0.006362566833203,6.362566833203,0.00809241716605458,8.09241716605458,4.105513208329,7.90910669082301,12.014619899152,253.465530477305,169.806119239072,0.169806119239072,NA,NA,NA,NA,NA
"31",31,"BB1","1",0.191218799275891,0.0365513900590527,0.146016022424766,0.337234821700657,0.690862242742221,0.00746354430289946,0.00954974053826215,0.198420864131818,0.0379280616142368,0.151515569893373,0.34993643402519,0.716882878252864,0.00774465123552387,7.74465123552387,0.00990942196589525,9.90942196589525,4.30393407246081,8.06062226071638,12.3645563331772,261.210181712829,179.715541204967,0.179715541204967,NA,NA,NA,NA,NA
"32",32,"BB1","2",-0.0071641037869182,0.220706806969933,0.311188402720318,0.3040242989334,0.610227520231257,0.00363867968119935,0.00636697308572743,-0.00743393259194868,0.229019508147649,0.322909002720376,0.315475070128427,0.633211129553247,0.00377572691271205,3.77572691271205,0.00660677876002827,6.60677876002827,4.29650013986886,8.38353126343675,12.6800314033056,264.985908625541,186.322319964996,0.186322319964996,NA,NA,NA,NA,NA
"33",33,"BB1","2",0.0419485611407602,0.186774576244293,0.181711016623141,0.223659577763901,0.379208928203896,0.00203003005372455,0.00585206904366806,0.0435285117475658,0.193809253883959,0.188554980353235,0.232083492100801,0.393491453275768,0.00210648910566803,2.10648910566803,0.00607248137212877,6.07248137212877,4.34002865161643,8.57208624378999,12.9121148954064,267.092397731209,192.394801337124,0.192394801337124,NA,NA,NA,NA,NA
"34",34,"BB1","2",0.0953348405082821,0.216963806211598,0.112024374218328,0.20735921472661,0.349474377022576,-0.00207672310278755,0.00359794529319462,0.098925531941186,0.225135531008752,0.116243660248887,0.215169192190073,0.362636979958754,-0.00215494080173094,-2.15494080173094,0.0037334583047175,3.7334583047175,4.43895418355762,8.68832990403888,13.1272840875965,264.937456929478,196.128259641842,0.196128259641842,NA,NA,NA,NA,NA
"35",35,"BB1","2",0.296302494204869,0.060866001368372,-0.109563580289671,0.186738913915198,0.30570193787433,0.000966663209706961,-0.00180422202434931,0.307462431346602,0.0631584584439103,-0.113690182977702,0.1937722483689,0.317215895662429,0.00100307161283736,1.00307161283736,-0.0018721762426744,-1.8721762426744,4.74641661490422,8.57463972106117,13.3210563359654,265.940528542316,194.256083399167,0.194256083399167,NA,NA,NA,NA,NA
"36",36,"BB1","2",0.15162696846992,0.0983160377246274,0.0527042022069239,0.204331170676843,0.376890543645389,0.00173190106509096,-0.00161733625773611,0.157337846610371,0.102019012969488,0.0546892532788455,0.212027099889216,0.391085749081248,0.00179713138680654,1.79713138680654,-0.00167825161054748,-1.67825161054748,4.90375446151459,8.62932897434002,13.5330834358546,267.737659929122,192.57783178862,0.19257783178862,NA,NA,NA,NA,NA
"37",37,"BB1","2",0.231640461751623,0.0766565798276884,-0.0165954771419463,0.215044984609677,0.433199558200798,0.00491117237414306,9.25260975399283e-05,0.240364968103036,0.0795437732503185,-0.0172205291930206,0.223144438910016,0.449515586360873,0.00509614677044278,5.09614677044278,9.60110004776721e-05,0.0960110004776721,5.14411942961762,8.612108445147,13.7562278747646,272.833806699565,192.673842789098,0.192673842789098,NA,NA,NA,NA,NA
"38",38,"BB1","2",0.201933840552587,0.0715919168046034,0.0231612021529662,0.225095042705553,0.497693653838215,0.00618938477633084,-0.000858406396095487,0.20953947672316,0.074288354759132,0.0240335456708555,0.233573022394015,0.516438787616378,0.00642250176454657,6.42250176454657,-0.000890737414598028,-0.890737414598028,5.35365890634078,8.63614199081785,13.9898008971586,279.256308464112,191.7831053745,0.1917831053745,NA,NA,NA,NA,NA
"39",39,"BB1","2",0.0136237273113289,0.207370117815456,0.202543914201777,0.216167641513105,0.494227364546504,0.00159876838407866,0.00229184872050694,0.0141368513767828,0.215180505932857,0.210172528186272,0.224309379563055,0.512841944004783,0.0016589843964966,1.6589843964966,0.00237816891071612,2.37816891071612,5.36779575771757,8.84631451900413,14.2141102767217,280.915292860608,194.161274285216,0.194161274285216,NA,NA,NA,NA,NA
"40",40,"BB1","2",0.0344633354082342,0.235365855278994,0.138960955603471,0.173424291011706,0.364215268314948,0.00666058849236365,-0.00260557609769965,0.03576136247305,0.244230674852222,0.14419478103532,0.179956143508371,0.377933072180762,0.00691145289734003,6.91145289734003,-0.00270371251584341,-2.70371251584341,5.40355712019062,8.99050930003945,14.3940664202301,287.826745757948,191.457561769372,0.191457561769372,NA,NA,NA,NA,NA
"41",41,"BB1","2",-0.187804185071461,0.284747387902574,0.369776506825402,0.18197232175394,0.420566172519626,0.00322330684129444,-0.000671136086428819,-0.194877641897993,0.295472113520536,0.383703769178473,0.188826127280481,0.436406376841405,0.00334470947016496,3.34470947016496,-0.000696413755988074,-0.696413755988074,5.20867947829263,9.37421306921792,14.5828925475105,291.171455228113,190.761148013384,0.190761148013384,-0.359333181818182,-0.00662818181818182,-0.372867106778182,-0.00687782565818182,-6.87782565818182
"42",42,"BB1","2",-0.10719775759606,0.203061873066492,0.309849894370757,0.202652136774697,0.531866661891849,0.00490468833179062,0.00522015255929444,-0.111235253938158,0.210709995453668,0.321520080792337,0.210284826854179,0.551898887845343,0.00508941851311918,5.08941851311918,0.00541676438528771,5.41676438528771,5.09744422435447,9.69573315001026,14.7931773743647,296.260873741232,196.177912398672,0.196177912398672,-0.0304669166666667,0.00531475,-0.031614422616,0.005514924744,5.514924744
"43",43,"BB1","2",0.0803726381725205,0.160647024032128,0.129447956761057,0.209820594933577,0.553522149162845,0.00333271906666651,0.00269090423482986,0.0833997932166504,0.166697633545274,0.134323484604505,0.217723277821155,0.574370007388915,0.00345824259759344,3.45824259759344,0.00279225445193049,2.79225445193049,5.18084401757112,9.83005663461476,15.0109006521859,299.719116338826,198.970166850602,0.198970166850602,NA,NA,NA,NA,NA
"44",44,"BB1","2",0.278893650940877,0.140408356295811,-0.0469136026085325,0.231980048332345,0.539586453764845,0.00439988541099933,0.00785328870970417,0.289397901409914,0.145696696627337,-0.0486805565371803,0.240717344872734,0.559909437959445,0.00456560269511921,4.56560269511921,0.00814907497566646,8.14907497566646,5.47024191898103,9.78137607807758,15.2516179970586,304.284719033945,207.119241826269,0.207119241826269,0.329624555555556,0.00550555555555556,0.342039534816,0.0057129168,5.7129168
"45",45,"BB1","2",0.00399971631857355,0.38023929901659,0.250234821154091,0.254234537472665,0.548232964492672,-0.0012620890078109,0.000180609348701388,0.0041503616339963,0.394560631974751,0.259659665458039,0.263810027092035,0.568881610867324,-0.00130962432820109,-1.30962432820109,0.000187411819210877,0.187411819210877,5.47439228061503,10.0410357435356,15.5154280241507,302.975094705744,207.30665364548,0.20730665364548,-0.110273076923077,-0.00156030384615385,-0.114426402092308,-0.00161907113021538,-1.61907113021538
"46",46,"BB1","2",0.201380510778583,0.0701159129021407,0.036844710965445,0.238225221744028,0.524206620723817,0.00380248788199025,0.0131562293298776,0.208965306336548,0.072756758645687,0.0382324301592475,0.247197736495795,0.543950338886759,0.00394570478557753,3.94570478557753,0.0136517455513581,13.6517455513581,5.68335758695158,10.0792681736949,15.7626257606464,306.920799491322,220.958399196838,0.220958399196838,NA,NA,NA,NA,NA
"47",47,"BB1","2",0.172378062166566,0.222153614057629,0.0469347906966232,0.219312852863189,0.507894198931504,0.00410744071343993,0.00490000672494792,0.178870509500008,0.230520807777496,0.0487025426534209,0.227573052153429,0.52702352604006,0.00426214336047093,4.26214336047093,0.00508456057823636,5.08456057823636,5.86222809645158,10.1279707163483,15.9901988127999,311.182942851792,226.042959775074,0.226042959775074,0.26613659375,0.00334440625,0.276160362417,0.003470369967,3.470369967
"48",48,"BB1","2",0.00853016090015697,0.280156668339955,0.172557822255198,0.181087983155355,0.41617073825801,0.0060295730189342,0.00501769499331597,0.00885144088030048,0.290708489096311,0.179057040072618,0.187908480952919,0.43184539294376,0.00625667085711934,6.25667085711934,0.00520668145754422,5.20668145754422,5.87107953733188,10.3070277564209,16.1781072937528,317.439613708912,231.249641232618,0.231249641232618,-0.107114153846154,0.00474461538461538,-0.111148501336615,0.00492331657846154,4.92331657846154
"49",49,"BB1","2",-0.177779407287294,0.468751297238489,0.346170149408351,0.168390742121057,0.371103298813155,0.0102089163459276,0.00151510127861632,-0.184475290883363,0.486406346097679,0.359208301915667,0.174733011032304,0.385080533459654,0.0105934249711807,10.5934249711807,0.00157216605317412,1.57216605317412,5.68660424644852,10.6662360583366,16.3528403047851,328.033038680092,232.821807285793,0.232821807285793,-0.3176293125,0.0010025,-0.329592502926,0.00104025816,1.04025816
"50",50,"BB1","2",-0.12451229637115,0.475617877812696,0.327705346532021,0.203193050160871,0.394999957567522,0.00947666893277052,0.00739472609713542,-0.129201927501673,0.493531549562634,0.340048040703803,0.21084611320213,0.409877235969345,0.00983359819145439,9.83359819145439,0.00767324106085792,7.67324106085792,5.55740231894685,11.0062840990404,16.5636864179872,337.866636871547,240.49504834665,0.24049504834665,-0.3432486,0.01762,-0.3561767152704,0.01828363968,18.28363968
"51",51,"BB1","2",-0.420171659853019,0.4135491936327,0.662586221428485,0.242414561575466,0.354920109822957,0.0104080143879466,0.000347794545017359,-0.435997005249723,0.429125110461682,0.687541868872368,0.251544863622645,0.368287820839329,0.0108000218418543,10.8000218418543,0.000360893878760893,0.360893878760893,5.12140531369712,11.6938259679127,16.8152312816099,348.666658713401,240.855942225411,0.240855942225411,NA,NA,NA,NA,NA
"52",52,"BB1","2",0.0927964873974486,0.218889086761698,0.209863922292391,0.30266040968984,0.256748750178935,0.00910298971559723,0.00479061292427951,0.0962915742987861,0.22713332532549,0.217768237061612,0.314059811360398,0.266418935105675,0.00944584472024549,9.44584472024549,0.00497104656945958,4.97104656945958,5.21769688799591,11.9115942049744,17.1292910929703,358.112503433647,245.826988794871,0.245826988794871,NA,NA,NA,NA,NA
