"","jday","Site","month","TS.5","TS.10","TS.30","RH","PARin","SWin","VPD","Precip","Ta","WTH","SWC","month_local","NEE_f","GPP_DT","GPP_f","Reco","Reco_DT","CH4_f","CH4_f_RF","NEEgC_f","GPPgC_DT","GPPgC_f","RecogC","RecogC_DT","CH4gC_f","CH4mgC_f","CH4gC_f_RF","CH4mgC_f_RF","NEEcum","GPPcum_f","Recocum","CH4mgCcum","CH4cum_f_RF","CH4cum_f_RF_gC","co2","ch4","co2gC","ch4gC","ch4mgC","CH4_gC","CH4_mgC","logCH4_gC","logCH4_mgC"
"29",30,"BB2","Jan",5.72326123611111,5.84166379861111,5.79977711805556,90.2611604826713,73.096901625,32.3928523333333,0.102839726727919,21.5,6.21862383333333,9.47638722916667,NA,"1",0.260746250856695,0.176824866160253,0.324903937138312,0.585650187995006,0.327847442558238,NA,-2.47522836380228e-05,0.270566997648962,0.183484797919313,0.337141119026689,0.60770811667565,0.340195488634751,NA,NA,-2.56845536489653e-05,-0.0256845536489653,13.3932508103671,2.88980375332872,16.2830545636958,NA,210.678188351739,0.210678188351739,0.153791272727273,-0.00673635909090909,0.159583667223273,-0.00699007731970909,-6.99007731970909,0.0230099226802909,19.0099226802909,-3.77182973520601,2.94496108917439
"30",31,"BB2","Jan",6.56353197222222,6.32149015277778,6.1779211875,97.8851526325281,16.8884059166667,6.76206658333333,0.0268103429159306,60.1,9.04150858333333,13.4866292708333,NA,"1",1.07721456206793,0.0875103100219069,-0.405467922011431,0.671746640056503,0.412761106508742,NA,0.00549074472182118,1.11778677133366,0.090806298338572,-0.420739465826069,0.697047305507592,0.428307340824287,NA,NA,0.00569754813102385,5.69754813102385,14.5110375817008,2.46906428750265,16.9801018692034,NA,216.375736482763,0.216375736482763,0.796215,-0.00646,0.82620364176,-0.00670330944,-6.70330944,0.02329669056,19.29669056,-3.75944396455006,2.95993360763244
"31",32,"BB2","Feb",7.03319102777778,6.88965035416667,6.55918450694444,79.9587899328701,166.590213833333,76.3452579375,0.204211536293494,7.7,7.421447875,15.5038725208333,NA,"2",0.363937619576744,0.206595737567601,0.276851462087787,0.640789081664532,0.348658404047288,NA,-0.00184707675509635,0.377644966080483,0.214376959427347,0.287278795555862,0.664923761636344,0.361790274177325,NA,NA,-0.0019166450540003,-1.9166450540003,14.8886825477812,2.75634308305851,17.6450256308398,NA,214.459091428763,0.214459091428763,0.1617212,-0.0020186,0.1678122672768,-0.0020946285504,-2.0946285504,0.0279053714496,23.9053714496,-3.57893608361012,3.17410318053086
"32",33,"BB2","Feb",5.02600615972222,5.49792627083333,5.63504153472222,88.4218992185564,135.5776078125,59.8990343541667,0.0926295739482057,3.6,1.9603326875,13.4398268333333,NA,"2",0.195166448565442,0.165101200448775,0.293223147896731,0.488389596462173,0.188134961355312,NA,0.00683305844292535,0.202517197684211,0.171319572062478,0.304267104539114,0.506784302223324,0.195220876539799,NA,NA,0.00709041875611969,7.09041875611969,15.0911997454655,3.06061018759762,18.1518099330631,NA,221.549510184883,0.221549510184883,-0.353200142857143,0.00702085714285714,-0.366503073037714,0.00728529070628572,7.28529070628572,0.0372852907062857,33.2852907062857,-3.2891563811471,3.50511557886718
"33",34,"BB2","Feb",4.35801505555556,4.82141727083333,5.10073899305556,89.1234996508529,172.007345854167,74.8925423541667,0.0842256460379653,0.2,1.2279823125,12.0263892083333,NA,"2",0.0597857282192582,0.175349114652858,0.339210725874779,0.398996454094038,0.163837045221023,NA,0.0026901121500651,0.0620374978869084,0.181953463707144,0.351986758654127,0.414024256541036,0.170007803692228,NA,NA,0.00279143253408516,2.79143253408516,15.1532372433524,3.41259694625175,18.5658341896041,NA,224.340942718968,0.224340942718968,-0.0467058,-0.0004891,-0.0484649272512,-0.0005075214624,-0.5075214624,0.0294924785376,25.4924785376,-3.52362001297254,3.23838344934552
"34",35,"BB2","Feb",2.76914103472222,3.40111561111111,3.97312651388889,97.3535611474579,16.7903695208333,11.7915128958333,0.0156935006448335,7.4,-0.143830729166667,11.1686766875,NA,"2",0.40603136927551,0.084943281642072,-0.109997390849506,0.296033978426004,0.113613192396883,NA,0.00917029860759288,0.421324134767903,0.088142585401839,-0.114140332578461,0.307183802189442,0.11789231967532,NA,NA,0.00951568873434926,9.51568873434926,15.5745613781203,3.29845661367329,18.8730179917936,NA,233.856631453317,0.233856631453317,0.809366666666667,0.00459666666666667,0.8398506528,0.00476979552,4.76979552,0.03476979552,30.76979552,-3.3590062139115,3.42653354387801
"35",39,"BB2","Feb",4.11822691666667,4.13472959722222,4.21448577777778,90.6406949867538,135.653806875,61.0907795208333,0.0937520871533972,0,4.53062422916667,11.9563025416667,NA,"2",0.188132129619135,0.371501121891988,0.0832675450851754,0.271399674704311,0.79816435970376,NA,0.00310207235890712,0.19521793814911,0.385493340146928,0.0864037339032634,0.281621672052374,0.828226422147643,NA,NA,0.003218908812233,3.218908812233,15.5071033977541,4.36778501905681,19.8748884168109,NA,269.253734440828,0.269253734440828,-0.173853571428571,-0.001247,-0.180401592342857,-0.001293967008,-1.293967008,0.028706032992,24.706032992,-3.55064796952684,3.20704746449785
"36",40,"BB2","Feb",2.93971854861111,3.38329593055556,3.77472446527778,91.5176758928808,160.989432541667,65.2665663541667,0.0706501422179162,0.1,1.15469247916667,10.7029812916667,NA,"2",0.0290075580907495,0.172266206887476,0.233218162618801,0.26222572070955,0.188189040174037,NA,0.00910889927661285,0.0301000987586795,0.178754441303686,0.242002091495675,0.272102190254355,0.195276992183152,NA,NA,0.0094519768589672,9.4519768589672,15.5372034965127,4.60978711055249,20.1469906070652,NA,278.705711299795,0.278705711299795,-0.5109188,0.003702,-0.5301620456832,0.003841432128,3.841432128,0.033841432128,29.841432128,-3.38606942457223,3.39589776774959
"37",41,"BB1","Feb",5.18064883333333,5.26054666666667,NA,89.1876753125,182.027869381896,85.6685542916667,0.10138245138446,0,3.11418295833333,10.5070317010417,NA,"2",-0.187804185071461,0.284747387902574,0.369776506825402,0.18197232175394,0.420566172519626,0.00322330684129444,-0.000671136086428819,-0.194877641897993,0.295472113520536,0.383703769178473,0.188826127280481,0.436406376841405,0.00334470947016496,3.34470947016496,-0.000696413755988074,-0.696413755988074,5.20867947829263,9.37421306921792,14.5828925475105,291.171455228113,190.761148013384,0.190761148013384,-0.359333181818182,-0.00662818181818182,-0.372867106778182,-0.00687782565818182,-6.87782565818182,0.0231221743418182,19.1221743418182,-3.76696319367361,2.95084862196392
"38",41,"BB2","Feb",3.15344986111111,3.47146389583333,3.79266256944444,86.9771260878531,213.477606645833,84.3243247916667,0.118676256485066,0.2,2.35375008333333,9.8304389375,NA,"2",0.160177077683879,0.163873949765168,0.151551430540166,0.311728508224045,0.131826689918908,NA,0.00956640462079514,0.166209987137765,0.170046098209123,0.157259463620031,0.323469450757796,0.136791810368014,NA,NA,0.00992671368443277,9.92671368443277,15.7034134836505,4.76704657417252,20.470460057823,NA,288.632424984228,0.288632424984228,-0.706676769230769,-0.0117194615384615,-0.733293043067077,-0.0121608633378462,-12.1608633378462,0.0178391366621538,13.8391366621538,-4.0263605463783,2.62750056834164
"39",42,"BB1","Feb",5.44176477083333,5.43482739583333,NA,93.3783595833333,120.690520219731,56.5803182291667,0.0634426412379249,0.4,5.68263966666667,10.1196610969583,NA,"2",-0.10719775759606,0.203061873066492,0.309849894370757,0.202652136774697,0.531866661891849,0.00490468833179062,0.00522015255929444,-0.111235253938158,0.210709995453668,0.321520080792337,0.210284826854179,0.551898887845343,0.00508941851311918,5.08941851311918,0.00541676438528771,5.41676438528771,5.09744422435447,9.69573315001026,14.7931773743647,296.260873741232,196.177912398672,0.196177912398672,-0.0304669166666667,0.00531475,-0.031614422616,0.005514924744,5.514924744,0.035514924744,31.514924744,-3.33780225552658,3.45046123501997
"40",42,"BB2","Feb",4.2020189375,4.20411349305556,4.30845429166667,91.7391263453292,133.150672625,58.997584375,0.0788464043755259,0,5.50338825,9.1795520625,NA,"2",0.0422175079423085,0.126348754018733,0.359005913958427,0.401223421900736,0.200484476095036,NA,0.0306115416446172,0.0438075881614476,0.131107553490095,0.372527512701758,0.416335100863205,0.208035523402679,NA,NA,0.03176449474912,31.76449474912,15.7472210718119,5.13957408687428,20.8867951586862,NA,320.396919733348,0.320396919733348,0.124951173913043,0.043123347826087,0.129657334927304,0.0447475455986087,44.7475455986087,0.0747475455986087,70.7475455986087,-2.59363890205164,4.25911784473585
