"","jday","Site","month","TS.5","TS.10","TS.30","RH","PARin","SWin","VPD","Precip","Ta","WTH","SWC","month_local","NEE_f","GPP_DT","GPP_f","Reco","Reco_DT","CH4_f","CH4_f_RF","NEEgC_f","GPPgC_DT","GPPgC_f","RecogC","RecogC_DT","CH4gC_f","CH4mgC_f","CH4gC_f_RF","CH4mgC_f_RF","NEEcum","GPPcum_f","Recocum","CH4mgCcum","CH4cum_f_RF","CH4cum_f_RF_gC","co2","ch4","co2gC","ch4gC","ch4mgC","CH4_gC","CH4_mgC","logCH4_gC","logCH4_mgC"
"1",1,"BB2","Jan",5.79391034751773,5.70286895035461,5.60259390070922,87.5573259392198,59.4112099148936,29.383525787234,0.148303570007087,13.8,8.43492530851064,12.8231891808511,NA,"1",0.498892891838297,0.269630404826864,0.215343472797753,0.71423636463605,0.857657309682667,NA,0.0191479929725604,0.517683193716495,0.279785764394263,0.223454169357207,0.741137363073702,0.889960114594554,NA,NA,0.0198691829798789,19.8691829798789,0.517683193716495,0.223454169357207,0.741137363073702,NA,19.8691829798789,0.0198691829798789,0.258613695652174,0.00269864365217391,0.268354121885217,0.00280028536668939,2.80028536668939,0.0328002853666894,28.8002853666894,-3.41731806342594,3.36038529565841
"2",2,"BB2","Jan",5.39026627777778,5.48332526041667,5.53049407986111,91.2251379273817,15.2489395208333,6.76517132291667,0.0812332240927755,20.3,5.83837367708333,12.2767231770833,NA,"1",0.655682507784208,0.11221665473453,-0.0159198846173422,0.639762623166866,0.807938076450039,NA,0.0179127069933299,0.680378133757392,0.116443182818451,-0.0165194911515697,0.663858642605822,0.838368256161453,NA,NA,0.0185873711895266,18.5873711895266,1.19806132747389,0.206934678205638,1.40499600567952,NA,38.4565541694055,0.0384565541694055,0.582198692307692,0.0268818576923077,0.604126623854769,0.0278943359804308,27.8943359804308,0.0578943359804308,53.8943359804308,-2.84913572336046,3.98702538854225
"3",3,"BB2","Jan",5.80607986111111,5.71857347222222,5.70821456944444,85.9920631784707,53.0180819270833,26.52494825,0.17416038810619,20.6,7.91411414583333,12.9450669375,NA,"1",0.582680726275517,0.216511985355158,0.120318017676183,0.7029987439517,0.797883021438762,NA,0.0148102138355056,0.604626813149958,0.224666692771575,0.124849675493939,0.729476488643897,0.827934487558232,NA,NA,0.0153680257294061,15.3680257294061,1.80268814062385,0.331784353699577,2.13447249432342,NA,53.8245798988116,0.0538245798988116,0.324883909090909,0.00717220545454545,0.337120336642909,0.00744233940078546,7.44233940078546,0.0374423394007855,33.4423394007855,-3.28495314532945,3.509822743927
"4",4,"BB2","Jan",5.69997388194444,5.73443160763889,5.72621351736111,88.899983879074,47.60134109375,23.5505551875,0.108758170779867,21.3,5.98147060416667,12.6724996041667,NA,"1",0.219504654709183,0.189969169110894,0.430311848749578,0.649816503458762,0.6842193667486,NA,0.0142819411180586,0.22777207802415,0.197124167896287,0.446519114220882,0.674291192245033,0.709989804977819,NA,NA,0.0148198561483292,14.8198561483292,2.030460218648,0.778303467920459,2.80876368656845,NA,68.6444360471408,0.0686444360471408,0.380765307692308,0.0165426121538462,0.395106452241231,0.0171656730980086,17.1656730980086,0.0471656730980086,43.1656730980086,-3.05408891584871,3.76504557517204
"5",5,"BB2","Jan",5.20669238194444,5.41821213541667,5.5243279375,87.9487281304673,39.1900289583333,20.3393798958333,0.11702507960457,17.6,5.70025001041667,12.2322886666667,NA,"1",0.616668452966764,0.146093887897304,0.0102069490888103,0.626875402055574,0.64842183757161,NA,0.0145645954045156,0.639894653579304,0.151596368091068,0.0105913836192912,0.650486037198595,0.672843997661907,NA,NA,0.0151131563258313,15.1131563258313,2.6703548722273,0.78889485153975,3.45924972376705,NA,83.7575923729721,0.0837575923729721,0.3905146875,0.0057825814375,0.40522303269,0.006000376584762,6.000376584762,0.036000376584762,32.000376584762,-3.32422587989291,3.46574767100429
"6",7,"BB1","Jan",6.68300607195,6.50014511006094,NA,94.5220612395833,38.9425282062039,21.1232870416667,0.0564790330213532,19.7,6.62671378125,12.9128177721667,NA,"1",0.148512826890649,0.165816854567032,0.24546538318969,0.393978210080339,0.465742694178247,0.00741002718111686,0.0101822345441434,0.154106414002658,0.172062180577445,0.254710591382147,0.408817005384805,0.483284427011776,0.00768911844486644,7.68911844486644,0.010565738226014,10.565738226014,1.77064336686353,1.19563805943354,2.96628142629707,71.3681283335983,28.9399031898305,0.0289399031898305,-0.0284653333333333,0.01164,-0.029537451648,0.01207840896,12.07840896,0.04207840896,38.07840896,-3.16822052115343,3.63964742753769
"7",7,"BB2","Jan",5.32964141666667,5.40249597569444,5.50997927083333,93.7709190128453,40.8118347708333,19.5054998541667,0.0631335947312194,18.7,5.81581653125,12.9172783958333,NA,"1",0.57932710224622,0.161351627190064,0.0221912519229396,0.601518354169159,0.497688141455941,NA,0.0139734903079314,0.601146878225221,0.167428774876551,0.0230270632353652,0.624173941460586,0.516433067615738,NA,NA,0.0144997878468893,14.4997878468893,3.83282666809036,0.860018459325345,4.6928451274157,NA,106.375831483801,0.106375831483801,0.556234,0.00853333333333333,0.577183997376,0.0088547328,8.8547328,0.0388547328,34.8547328,-3.2479253871944,3.55118893286393
"8",8,"BB1","Jan",6.26983985984375,6.241646482775,NA,85.15025959375,45.388947393881,21.8232594583333,0.133968237844796,9.8,4.85582959375,12.4628751850833,NA,"1",0.256347858874533,0.129126417159337,0.270300558776922,0.526648417651455,0.385495503195082,0.00982614861926297,0.00796715891781806,0.266002944631184,0.133989834535227,0.280481159022696,0.54648410365388,0.400014805827422,0.0101962406808589,10.1962406808589,0.00826723399129876,8.26723399129876,2.03664631149472,1.47611921845624,3.51276552995095,81.5643690144572,37.2071371811293,0.0372071371811293,0.65852825,0.011745,0.683331058008,0.01218736368,12.18736368,0.04218736368,38.18736368,-3.1656345416435,3.64250466717094
"9",8,"BB2","Jan",4.86655442708333,5.12618938888889,5.29202886805556,81.856932968208,42.3700755208333,20.4399046666667,0.161906907023685,9.6,4.25529836458333,12.4200594895833,NA,"1",0.362999823565534,0.115991926624897,0.209576258672223,0.572576082237757,0.388250475440382,NA,0.00644418705163281,0.376671848920307,0.120360646549297,0.217469738878853,0.59414158779916,0.402873541347369,NA,NA,0.00668690091274551,6.68690091274551,4.20949851701067,1.0774881982042,5.28698671521486,NA,113.062732396547,0.113062732396547,0.0553097677419355,0.00164672025806452,0.0573929548341677,0.00170874232986426,1.70874232986426,0.0317087423298643,27.7087423298643,-3.45116285284364,3.32174797097603
"10",9,"BB2","Jan",3.66387502777778,4.19251463194444,4.64512893055556,90.1114912203378,90.5643111666667,43.8144428958333,0.084598200513142,0.1,2.33143442708333,11.3069583958333,NA,"1",0.509813243380424,0.152482785255659,0.0320345349078369,0.541847778288261,0.383137609879868,NA,0.0112931199839536,0.529014849379105,0.158225896879528,0.0332410836306057,0.56225593300971,0.397568104818384,NA,NA,0.0117184640550292,11.7184640550292,4.73851336638977,1.1107292818348,5.84924264822457,NA,124.781196451576,0.124781196451576,0.290745380952381,0.00160590476190476,0.301696014980571,0.00166638955885714,1.66638955885714,0.0316663895588571,27.6663895588571,-3.45249942686093,3.32021830313341
"11",10,"BB1","Jan",5.40441639585833,5.37434368908594,NA,95.8513843541667,33.8165762356676,10.6655514583333,0.0388087929702016,31.7,4.534677125,11.808637431625,NA,"1",0.347529158566776,0.0907194131495443,0.191919400339141,0.539448558905917,0.35274853202412,0.00948039585451023,0.0237135340840366,0.360618496795035,0.0941362691264088,0.199147852633515,0.55976634942855,0.366034452734277,0.0098374654839745,9.8374654839745,0.0246066806317778,24.6066806317778,2.57764416170784,1.99945706198567,4.57710122369351,99.9612245606657,72.0095462100574,0.0720095462100574,0.463612333333333,0.00983144666666667,0.481073828256,0.01020173827392,10.20173827392,0.04020173827392,36.20173827392,-3.21384504364724,3.58910713629544
"12",10,"BB2","Jan",3.89656623611111,4.19913814236111,4.56880219097222,93.9948124045912,33.3481720416667,16.1671696458333,0.0543549130956909,46.9,4.28154308333333,11.37363121875,NA,"1",0.536778089213923,0.13379902953458,0.0949010938684916,0.631679183082415,0.545936693005717,NA,0.00773295226264844,0.556995299166077,0.138838436182971,0.0984754486679545,0.655470747834031,0.566498852611084,NA,NA,0.00802420617666883,8.02420617666883,5.29550866555585,1.20920473050276,6.50471339605861,NA,132.805402628245,0.132805402628245,0.561738,0.000884,0.582895300032,0.000917294976,0.917294976,0.030917294976,26.917294976,-3.47643954369535,3.29276901592383
"13",11,"BB1","Jan",6.09474291155833,5.86483319339844,NA,88.4644457291667,52.1953843495286,22.55305696875,0.116199125646382,25.1,6.78019534375,12.4985321054792,NA,"1",0.247387233816408,0.0758430642139621,0.353343442382564,0.600730676198972,0.414400328868586,0.00975495652144003,0.0100903065007779,0.256704826590869,0.0786996173845168,0.36665176979646,0.62335659638733,0.430008302855093,0.0101223672038635,10.1223672038635,0.0104703478048232,10.4703478048232,2.83434898829871,2.36610883178213,5.20045782008084,110.083591764529,82.4798940148806,0.0824798940148806,0.596081416666667,0.00592941366666667,0.618532227144,0.006152739103008,6.152739103008,0.036152739103008,32.152739103008,-3.32000256276349,3.47049764465974
"14",11,"BB2","Jan",4.67030140277778,4.72341744791667,4.90518135763889,85.4469861772505,54.59661103125,25.5471248854167,0.14553796583003,30.2,6.46187029166667,12.48138953125,NA,"1",0.620677503583377,0.127185825924367,0.0899209049871246,0.710598408570501,0.648231291130641,NA,0.00749251835020747,0.644054701078341,0.131976152871982,0.0933076859525596,0.7373623870309,0.672646274479785,NA,NA,0.00777471656134968,7.77471656134968,5.93956336663419,1.30251241645532,7.24207578308951,NA,140.580119189594,0.140580119189594,0.672822066666667,-0.00504502666666667,0.6981632369856,-0.00523504255104,-5.23504255104,0.02476495744896,20.76495744896,-3.69832563113602,3.03326682790942
"15",12,"BB1","Jan",6.43972376717292,6.185671486775,NA,94.7443658333333,43.7940107489188,19.6937218333333,0.0428303282647446,35.3,6.28240938541667,13.1503141884792,NA,"1",-0.0164470290865756,0.114166796795078,0.627530120675175,0.6110830915886,0.386653419184644,0.0104362384577344,0.0113844231949885,-0.0170664899900924,0.118466775029568,0.651165415140285,0.634098925150193,0.401216333564814,0.0108293089430065,10.8293089430065,0.0118132061102045,11.8132061102045,2.81728249830862,3.01727424692242,5.83455674523103,120.912900707536,94.2931001250851,0.0942931001250851,-0.657196885714286,0.0143050793571429,-0.681949549217829,0.0148438658660503,14.8438658660503,0.0448438658660503,40.8438658660503,-3.10456846981893,3.70975664763272
"16",12,"BB2","Jan",5.05696454513889,5.06635827777778,5.14045427430556,93.1207255365105,43.8703643125,21.2632664479167,0.0580949027551372,37.3,5.95562582291667,13.5885355208333,NA,"1",0.630822058330591,0.145704598462897,0.0816748690743426,0.712496927404934,0.599293342077994,NA,0.0141715208939809,0.654581340335555,0.151192416459403,0.0847510713431586,0.739332411678713,0.62186512651402,NA,NA,0.0147052770569318,14.7052770569318,6.59414470696974,1.38726348779848,7.98140819476822,NA,155.285396246526,0.155285396246526,0.261466666666667,-0.00725666666666667,0.2713145472,-0.00752998176,-7.52998176,0.02247001824,18.47001824,-3.79557338103623,2.91614878175803
"17",13,"BB1","Jan",5.563369533475,5.6171820604625,NA,75.3491537708333,87.6963622871949,47.5247551145833,0.17486047342341,0.6,0.7014504375,12.5115118670833,NA,"1",0.184863580188573,0.141729989936965,0.210272605559721,0.395136185748295,0.206192570462035,0.00523626759808839,0.00157027631254401,0.191826282072796,0.147068108277951,0.218192312975523,0.410018595048318,0.213958607435917,0.00543348638090279,5.43348638090279,0.00162941919957967,1.62941919957967,3.00910878038141,3.23546655989794,6.24457534027935,126.346387088438,95.9225193246647,0.0959225193246647,0.1274849125,0.00211263811875,0.1322865042444,0.0021922085208546,2.1922085208546,0.0321922085208546,28.1922085208546,-3.43603082711361,3.33904564618125
"18",13,"BB2","Jan",4.074724875,4.45870563888889,4.66178536458333,70.2493438699459,103.100644833333,48.1488274479167,0.210098554936594,0.4,0.366442489583333,12.8359876979167,NA,"1",0.373073828560501,0.185949796330003,0.15241298046426,0.525486809024761,0.350687867099031,NA,0.000836827242904917,0.387125281239404,0.192953409458976,0.158153462960466,0.545278744199869,0.363896174925449,NA,NA,0.000868345504181688,0.868345504181688,6.98126998820915,1.54541695075894,8.52668693896809,NA,156.153741750708,0.156153741750708,0.258179536585366,-0.00277924390243902,0.267903610651317,-0.00288392134478049,-2.88392134478049,0.0271160786552195,23.1160786552195,-3.60762841872359,3.1405284210808
"19",14,"BB1","Jan",4.63300551428542,4.79920071888125,NA,76.09462828125,75.1735054934564,35.15394725,0.15553215819353,0.4,-0.712888791666667,11.775420101,NA,"1",0.164015042963744,0.106010362482248,-0.00661174800464775,0.157403294959096,0.0938448770140293,0.00408727403974455,0.00577167816161476,0.17019250554193,0.110003136774779,-0.0068607728814948,0.163331732660436,0.0973794504618857,0.00424121712917749,4.24121712917749,0.00598906264789382,5.98906264789382,3.17930128592334,3.22860578701644,6.40790707293979,130.587604217616,101.911581972559,0.101911581972559,0.171487191304348,0.0043334747826087,0.177946084877635,0.00449669077682087,4.49669077682087,0.0344966907768209,30.4966907768209,-3.36689187905783,3.41761817860628
"20",14,"BB2","Jan",3.03194969097222,3.58437359722222,4.05156620833333,72.0860330195427,78.9576937916667,36.4410325208333,0.173530690529314,0.4,-1.28309230208333,11.3876937395833,NA,"1",0.199599538867631,0.1035377668463,0.0364156432416819,0.236015182109313,0.100881815839885,NA,0.00357964716838542,0.207117255899541,0.107437413296799,0.0377872020287366,0.244904457928278,0.104681428551678,NA,NA,0.00371447099933549,3.71447099933548,7.18838724410869,1.58320415278768,8.77159139689637,NA,159.868212750043,0.159868212750043,0.184827068965517,0.00402986206896552,0.191788395691034,0.00418164279393103,4.18164279393103,0.034181642793931,30.181642793931,-3.37606653943239,3.40723388505678
"21",15,"BB2","Jan",2.05135035416667,2.49882502083333,3.04114978645833,91.410765779398,37.852215328125,13.834976953125,0.042144673609493,1.4,-2.71747490625,10.228915984375,NA,"1",0.2768104767604,0.0687057083711476,-0.0356807579731095,0.241129718787291,0.123024400245483,NA,-5.49477821128499e-05,0.287236266557104,0.0712934401712385,-0.0370246380414087,0.250211628515696,0.127657991256329,NA,NA,-5.70173353783483e-05,-0.0570173353783483,7.47562351066579,1.54617951474627,9.02180302541206,NA,159.811195414665,0.159811195414665,0.321618161290323,-0.00497716129032258,0.333731587717161,-0.00516462109316129,-5.16462109316129,0.0248353789068387,20.8353789068387,-3.69548607356966,3.03665245078242
"22",16,"BB2","Jan",0.684826555555556,1.17592744444444,1.83374289583333,83.4380212367152,98.7796494375,38.3846490208333,0.100354764892464,1.5,-1.18271354166667,8.85327508333333,NA,"1",0.352401010322518,0.14819552561105,-0.0575685328600911,0.294832477462427,0.213087378651694,NA,0.00257835206441059,0.365673841975305,0.153777161887664,-0.0597367940817335,0.305937047893571,0.221113101681231,NA,NA,0.00267546311656455,2.67546311656455,7.8412973526411,1.48644272066454,9.32774007330563,NA,162.48665853123,0.16248665853123,0.4035518,0.00361493333333333,0.4187511749952,0.0037510861824,3.7510861824,0.0337510861824,29.7510861824,-3.38874267899924,3.39286564165793
"23",24,"BB2","Jan",5.84741820833333,5.42610958333333,5.0660140625,94.4012912692406,68.4111080416667,28.9894556875,0.0659675338696465,9.5,9.13384058333333,12.9002919166667,NA,"1",0.502288693993334,1.04549838339228,0.165710607329532,0.667999301322866,3.47166063011024,NA,0.0109370889338533,0.521206895363899,1.08487603450437,0.171951931643991,0.69315882700789,3.60241725608271,NA,NA,0.0113490234514579,11.3490234514579,11.0461754180165,1.28259250960412,12.3287679276206,NA,157.739363984252,0.157739363984252,0.547766714285714,0.0288727142857143,0.568397799812571,0.0299601761965714,29.9601761965714,0.0599601761965714,55.9601761965714,-2.81407466718349,4.02464029840868
"24",25,"BB2","Jan",5.88017015972222,5.59475502083333,5.31979153472222,95.8881813469006,50.3422450416667,21.3155253958333,0.0437275051955198,9.2,7.6699238125,12.2532580625,NA,"1",0.469556385728566,0.58615648320915,0.236453972078232,0.706010357806798,1.91145042537701,NA,0.00247054602046007,0.487241757440647,0.608233480992739,0.245359774482586,0.732601531923233,1.98344329419841,NA,NA,0.00256359666577468,2.56359666577468,11.5334171754572,1.52795228408671,13.0613694595439,NA,160.302960650026,0.160302960650026,0.412543555555556,-0.00136544444444444,0.428081596032,-0.001416872544,-1.416872544,0.028583127456,24.583127456,-3.55493868433568,3.20206033184557
"25",26,"BB2","Jan",6.30035122222222,5.99102659027778,5.70018427083333,85.6053552588125,85.61149025,36.6851203333333,0.169712975783334,1.9,9.09950114583333,11.2821270416667,NA,"1",0.393143595058676,0.39299429832636,0.316193214635874,0.70933680969455,0.94063825440639,NA,0.00901230935125521,0.407950955422966,0.407796035578524,0.32810231587192,0.736053271294886,0.976066453620353,NA,NA,0.00935174897066089,9.35174897066089,11.9413681308801,1.85605459995863,13.7974227308388,NA,169.654709620687,0.169654709620687,0.469087391304348,0.00745704347826087,0.486755098810435,0.00773790556382609,7.73790556382609,0.0377379055638261,33.7379055638261,-3.27709023703572,3.51862199943011
"26",27,"BB2","Jan",6.18150963194444,6.07357861111111,5.82603660416667,85.45149702906,112.252582083333,47.2863668125,0.160050570455115,7.4,7.72239054166667,10.2035622708333,NA,"1",0.583366958384036,0.245753215180597,0.0446359808554207,0.628002939239456,0.426882020243309,NA,0.0153082470440399,0.605338891504612,0.255009264277159,0.0463171504383592,0.651656041942971,0.442960104653753,NA,NA,0.0158848168607066,15.8848168607066,12.5467070223847,1.90237175039699,14.4490787727817,NA,185.539526481394,0.185539526481394,0.178747526315789,0.00724863157894737,0.185479873146947,0.00752164403873684,7.52164403873684,0.0375216440387368,33.5216440387368,-3.28283733814052,3.51219132091284
"27",28,"BB2","Jan",6.10159497222222,6.04688845138889,5.87048980555556,93.4795066940762,87.1105362083333,38.5877978333333,0.0676953455436548,2,6.3380351875,9.79238127083333,NA,"1",0.0886726347975634,0.228256001274859,0.478194133126713,0.566866767924277,0.358109857300684,NA,0.015951684637908,0.0920124009145788,0.236853035306875,0.496204836956798,0.588217237871377,0.371597706966057,NA,NA,0.0165524888881102,16.5524888881102,12.6387194232993,2.39857658735378,15.0372960106531,NA,202.092015369504,0.202092015369504,-0.0823959,0.0027499,-0.0854992591776,0.0028534722336,2.8534722336,0.0328534722336,28.8534722336,-3.41569783998436,3.36223034042956
"28",29,"BB2","Jan",6.39831979166667,6.28912909722222,6.08434579861111,93.6240018723848,107.5632184375,47.9029636041667,0.0711624633284969,13.5,7.83443002083333,9.800472875,NA,"1",0.466397976048913,0.182588956420945,0.148493199097438,0.614891175146351,0.400614745039869,NA,0.0082992736915651,0.483964389418819,0.189465986875584,0.154086046948244,0.638050436367063,0.41570349879705,NA,NA,0.00861185753588421,8.61185753588421,13.1226838127181,2.55266263430203,15.6753464470202,NA,210.703872905388,0.210703872905388,0.38723625,0.0081005125,0.40182111612,0.0084056102028,8.4056102028,0.0384056102028,34.4056102028,-3.25955173102863,3.53821963837276
