"","jday","Site","month","TS.5","TS.10","TS.30","RH","PARin","SWin","VPD","Precip","Ta","WTH","SWC","month_local","NEE_f","GPP_DT","GPP_f","Reco","Reco_DT","CH4_f","CH4_f_RF","NEEgC_f","GPPgC_DT","GPPgC_f","RecogC","RecogC_DT","CH4gC_f","CH4mgC_f","CH4gC_f_RF","CH4mgC_f_RF","NEEcum","GPPcum_f","Recocum","CH4mgCcum","CH4cum_f_RF","CH4cum_f_RF_gC","co2","ch4","co2gC","ch4gC","ch4mgC","CH4_gC","CH4_mgC","logCH4_gC","logCH4_mgC","Period"
"11",10,"BB1","Jan",5.40441639585833,5.37434368908594,NA,95.8513843541667,33.8165762356676,10.6655514583333,0.0388087929702016,31.7,4.534677125,11.808637431625,NA,"1",0.347529158566776,0.0907194131495443,0.191919400339141,0.539448558905917,0.35274853202412,0.00948039585451023,0.0237135340840366,0.360618496795035,0.0941362691264088,0.199147852633515,0.55976634942855,0.366034452734277,0.0098374654839745,9.8374654839745,0.0246066806317778,24.6066806317778,2.57764416170784,1.99945706198567,4.57710122369351,99.9612245606657,72.0095462100574,0.0720095462100574,0.463612333333333,0.00983144666666667,0.481073828256,0.01020173827392,10.20173827392,0.04020173827392,36.20173827392,-3.21384504364724,3.58910713629544,"NGS"
"12",10,"BB2","Jan",3.89656623611111,4.19913814236111,4.56880219097222,93.9948124045912,33.3481720416667,16.1671696458333,0.0543549130956909,46.9,4.28154308333333,11.37363121875,NA,"1",0.536778089213923,0.13379902953458,0.0949010938684916,0.631679183082415,0.545936693005717,NA,0.00773295226264844,0.556995299166077,0.138838436182971,0.0984754486679545,0.655470747834031,0.566498852611084,NA,NA,0.00802420617666883,8.02420617666883,5.29550866555585,1.20920473050276,6.50471339605861,NA,132.805402628245,0.132805402628245,0.561738,0.000884,0.582895300032,0.000917294976,0.917294976,0.030917294976,26.917294976,-3.47643954369535,3.29276901592383,"NGS"
"13",11,"BB1","Jan",6.09474291155833,5.86483319339844,NA,88.4644457291667,52.1953843495286,22.55305696875,0.116199125646382,25.1,6.78019534375,12.4985321054792,NA,"1",0.247387233816408,0.0758430642139621,0.353343442382564,0.600730676198972,0.414400328868586,0.00975495652144003,0.0100903065007779,0.256704826590869,0.0786996173845168,0.36665176979646,0.62335659638733,0.430008302855093,0.0101223672038635,10.1223672038635,0.0104703478048232,10.4703478048232,2.83434898829871,2.36610883178213,5.20045782008084,110.083591764529,82.4798940148806,0.0824798940148806,0.596081416666667,0.00592941366666667,0.618532227144,0.006152739103008,6.152739103008,0.036152739103008,32.152739103008,-3.32000256276349,3.47049764465974,"NGS"
"14",11,"BB2","Jan",4.67030140277778,4.72341744791667,4.90518135763889,85.4469861772505,54.59661103125,25.5471248854167,0.14553796583003,30.2,6.46187029166667,12.48138953125,NA,"1",0.620677503583377,0.127185825924367,0.0899209049871246,0.710598408570501,0.648231291130641,NA,0.00749251835020747,0.644054701078341,0.131976152871982,0.0933076859525596,0.7373623870309,0.672646274479785,NA,NA,0.00777471656134968,7.77471656134968,5.93956336663419,1.30251241645532,7.24207578308951,NA,140.580119189594,0.140580119189594,0.672822066666667,-0.00504502666666667,0.6981632369856,-0.00523504255104,-5.23504255104,0.02476495744896,20.76495744896,-3.69832563113602,3.03326682790942,"NGS"
"15",12,"BB1","Jan",6.43972376717292,6.185671486775,NA,94.7443658333333,43.7940107489188,19.6937218333333,0.0428303282647446,35.3,6.28240938541667,13.1503141884792,NA,"1",-0.0164470290865756,0.114166796795078,0.627530120675175,0.6110830915886,0.386653419184644,0.0104362384577344,0.0113844231949885,-0.0170664899900924,0.118466775029568,0.651165415140285,0.634098925150193,0.401216333564814,0.0108293089430065,10.8293089430065,0.0118132061102045,11.8132061102045,2.81728249830862,3.01727424692242,5.83455674523103,120.912900707536,94.2931001250851,0.0942931001250851,-0.657196885714286,0.0143050793571429,-0.681949549217829,0.0148438658660503,14.8438658660503,0.0448438658660503,40.8438658660503,-3.10456846981893,3.70975664763272,"NGS"
"16",12,"BB2","Jan",5.05696454513889,5.06635827777778,5.14045427430556,93.1207255365105,43.8703643125,21.2632664479167,0.0580949027551372,37.3,5.95562582291667,13.5885355208333,NA,"1",0.630822058330591,0.145704598462897,0.0816748690743426,0.712496927404934,0.599293342077994,NA,0.0141715208939809,0.654581340335555,0.151192416459403,0.0847510713431586,0.739332411678713,0.62186512651402,NA,NA,0.0147052770569318,14.7052770569318,6.59414470696974,1.38726348779848,7.98140819476822,NA,155.285396246526,0.155285396246526,0.261466666666667,-0.00725666666666667,0.2713145472,-0.00752998176,-7.52998176,0.02247001824,18.47001824,-3.79557338103623,2.91614878175803,"NGS"
"17",13,"BB1","Jan",5.563369533475,5.6171820604625,NA,75.3491537708333,87.6963622871949,47.5247551145833,0.17486047342341,0.6,0.7014504375,12.5115118670833,NA,"1",0.184863580188573,0.141729989936965,0.210272605559721,0.395136185748295,0.206192570462035,0.00523626759808839,0.00157027631254401,0.191826282072796,0.147068108277951,0.218192312975523,0.410018595048318,0.213958607435917,0.00543348638090279,5.43348638090279,0.00162941919957967,1.62941919957967,3.00910878038141,3.23546655989794,6.24457534027935,126.346387088438,95.9225193246647,0.0959225193246647,0.1274849125,0.00211263811875,0.1322865042444,0.0021922085208546,2.1922085208546,0.0321922085208546,28.1922085208546,-3.43603082711361,3.33904564618125,"NGS"
"18",13,"BB2","Jan",4.074724875,4.45870563888889,4.66178536458333,70.2493438699459,103.100644833333,48.1488274479167,0.210098554936594,0.4,0.366442489583333,12.8359876979167,NA,"1",0.373073828560501,0.185949796330003,0.15241298046426,0.525486809024761,0.350687867099031,NA,0.000836827242904917,0.387125281239404,0.192953409458976,0.158153462960466,0.545278744199869,0.363896174925449,NA,NA,0.000868345504181688,0.868345504181688,6.98126998820915,1.54541695075894,8.52668693896809,NA,156.153741750708,0.156153741750708,0.258179536585366,-0.00277924390243902,0.267903610651317,-0.00288392134478049,-2.88392134478049,0.0271160786552195,23.1160786552195,-3.60762841872359,3.1405284210808,"NGS"
"19",14,"BB1","Jan",4.63300551428542,4.79920071888125,NA,76.09462828125,75.1735054934564,35.15394725,0.15553215819353,0.4,-0.712888791666667,11.775420101,NA,"1",0.164015042963744,0.106010362482248,-0.00661174800464775,0.157403294959096,0.0938448770140293,0.00408727403974455,0.00577167816161476,0.17019250554193,0.110003136774779,-0.0068607728814948,0.163331732660436,0.0973794504618857,0.00424121712917749,4.24121712917749,0.00598906264789382,5.98906264789382,3.17930128592334,3.22860578701644,6.40790707293979,130.587604217616,101.911581972559,0.101911581972559,0.171487191304348,0.0043334747826087,0.177946084877635,0.00449669077682087,4.49669077682087,0.0344966907768209,30.4966907768209,-3.36689187905783,3.41761817860628,"NGS"
"20",14,"BB2","Jan",3.03194969097222,3.58437359722222,4.05156620833333,72.0860330195427,78.9576937916667,36.4410325208333,0.173530690529314,0.4,-1.28309230208333,11.3876937395833,NA,"1",0.199599538867631,0.1035377668463,0.0364156432416819,0.236015182109313,0.100881815839885,NA,0.00357964716838542,0.207117255899541,0.107437413296799,0.0377872020287366,0.244904457928278,0.104681428551678,NA,NA,0.00371447099933549,3.71447099933548,7.18838724410869,1.58320415278768,8.77159139689637,NA,159.868212750043,0.159868212750043,0.184827068965517,0.00402986206896552,0.191788395691034,0.00418164279393103,4.18164279393103,0.034181642793931,30.181642793931,-3.37606653943239,3.40723388505678,"NGS"
"21",15,"BB2","Jan",2.05135035416667,2.49882502083333,3.04114978645833,91.410765779398,37.852215328125,13.834976953125,0.042144673609493,1.4,-2.71747490625,10.228915984375,NA,"1",0.2768104767604,0.0687057083711476,-0.0356807579731095,0.241129718787291,0.123024400245483,NA,-5.49477821128499e-05,0.287236266557104,0.0712934401712385,-0.0370246380414087,0.250211628515696,0.127657991256329,NA,NA,-5.70173353783483e-05,-0.0570173353783483,7.47562351066579,1.54617951474627,9.02180302541206,NA,159.811195414665,0.159811195414665,0.321618161290323,-0.00497716129032258,0.333731587717161,-0.00516462109316129,-5.16462109316129,0.0248353789068387,20.8353789068387,-3.69548607356966,3.03665245078242,"NGS"
"22",16,"BB2","Jan",0.684826555555556,1.17592744444444,1.83374289583333,83.4380212367152,98.7796494375,38.3846490208333,0.100354764892464,1.5,-1.18271354166667,8.85327508333333,NA,"1",0.352401010322518,0.14819552561105,-0.0575685328600911,0.294832477462427,0.213087378651694,NA,0.00257835206441059,0.365673841975305,0.153777161887664,-0.0597367940817335,0.305937047893571,0.221113101681231,NA,NA,0.00267546311656455,2.67546311656455,7.8412973526411,1.48644272066454,9.32774007330563,NA,162.48665853123,0.16248665853123,0.4035518,0.00361493333333333,0.4187511749952,0.0037510861824,3.7510861824,0.0337510861824,29.7510861824,-3.38874267899924,3.39286564165793,"NGS"
"23",24,"BB2","Jan",5.84741820833333,5.42610958333333,5.0660140625,94.4012912692406,68.4111080416667,28.9894556875,0.0659675338696465,9.5,9.13384058333333,12.9002919166667,NA,"1",0.502288693993334,1.04549838339228,0.165710607329532,0.667999301322866,3.47166063011024,NA,0.0109370889338533,0.521206895363899,1.08487603450437,0.171951931643991,0.69315882700789,3.60241725608271,NA,NA,0.0113490234514579,11.3490234514579,11.0461754180165,1.28259250960412,12.3287679276206,NA,157.739363984252,0.157739363984252,0.547766714285714,0.0288727142857143,0.568397799812571,0.0299601761965714,29.9601761965714,0.0599601761965714,55.9601761965714,-2.81407466718349,4.02464029840868,"NGS"
"24",25,"BB2","Jan",5.88017015972222,5.59475502083333,5.31979153472222,95.8881813469006,50.3422450416667,21.3155253958333,0.0437275051955198,9.2,7.6699238125,12.2532580625,NA,"1",0.469556385728566,0.58615648320915,0.236453972078232,0.706010357806798,1.91145042537701,NA,0.00247054602046007,0.487241757440647,0.608233480992739,0.245359774482586,0.732601531923233,1.98344329419841,NA,NA,0.00256359666577468,2.56359666577468,11.5334171754572,1.52795228408671,13.0613694595439,NA,160.302960650026,0.160302960650026,0.412543555555556,-0.00136544444444444,0.428081596032,-0.001416872544,-1.416872544,0.028583127456,24.583127456,-3.55493868433568,3.20206033184557,"NGS"
"25",26,"BB2","Jan",6.30035122222222,5.99102659027778,5.70018427083333,85.6053552588125,85.61149025,36.6851203333333,0.169712975783334,1.9,9.09950114583333,11.2821270416667,NA,"1",0.393143595058676,0.39299429832636,0.316193214635874,0.70933680969455,0.94063825440639,NA,0.00901230935125521,0.407950955422966,0.407796035578524,0.32810231587192,0.736053271294886,0.976066453620353,NA,NA,0.00935174897066089,9.35174897066089,11.9413681308801,1.85605459995863,13.7974227308388,NA,169.654709620687,0.169654709620687,0.469087391304348,0.00745704347826087,0.486755098810435,0.00773790556382609,7.73790556382609,0.0377379055638261,33.7379055638261,-3.27709023703572,3.51862199943011,"NGS"
"26",27,"BB2","Jan",6.18150963194444,6.07357861111111,5.82603660416667,85.45149702906,112.252582083333,47.2863668125,0.160050570455115,7.4,7.72239054166667,10.2035622708333,NA,"1",0.583366958384036,0.245753215180597,0.0446359808554207,0.628002939239456,0.426882020243309,NA,0.0153082470440399,0.605338891504612,0.255009264277159,0.0463171504383592,0.651656041942971,0.442960104653753,NA,NA,0.0158848168607066,15.8848168607066,12.5467070223847,1.90237175039699,14.4490787727817,NA,185.539526481394,0.185539526481394,0.178747526315789,0.00724863157894737,0.185479873146947,0.00752164403873684,7.52164403873684,0.0375216440387368,33.5216440387368,-3.28283733814052,3.51219132091284,"NGS"
"27",28,"BB2","Jan",6.10159497222222,6.04688845138889,5.87048980555556,93.4795066940762,87.1105362083333,38.5877978333333,0.0676953455436548,2,6.3380351875,9.79238127083333,NA,"1",0.0886726347975634,0.228256001274859,0.478194133126713,0.566866767924277,0.358109857300684,NA,0.015951684637908,0.0920124009145788,0.236853035306875,0.496204836956798,0.588217237871377,0.371597706966057,NA,NA,0.0165524888881102,16.5524888881102,12.6387194232993,2.39857658735378,15.0372960106531,NA,202.092015369504,0.202092015369504,-0.0823959,0.0027499,-0.0854992591776,0.0028534722336,2.8534722336,0.0328534722336,28.8534722336,-3.41569783998436,3.36223034042956,"NGS"
"28",29,"BB2","Jan",6.39831979166667,6.28912909722222,6.08434579861111,93.6240018723848,107.5632184375,47.9029636041667,0.0711624633284969,13.5,7.83443002083333,9.800472875,NA,"1",0.466397976048913,0.182588956420945,0.148493199097438,0.614891175146351,0.400614745039869,NA,0.0082992736915651,0.483964389418819,0.189465986875584,0.154086046948244,0.638050436367063,0.41570349879705,NA,NA,0.00861185753588421,8.61185753588421,13.1226838127181,2.55266263430203,15.6753464470202,NA,210.703872905388,0.210703872905388,0.38723625,0.0081005125,0.40182111612,0.0084056102028,8.4056102028,0.0384056102028,34.4056102028,-3.25955173102863,3.53821963837276,"NGS"
"29",30,"BB2","Jan",5.72326123611111,5.84166379861111,5.79977711805556,90.2611604826713,73.096901625,32.3928523333333,0.102839726727919,21.5,6.21862383333333,9.47638722916667,NA,"1",0.260746250856695,0.176824866160253,0.324903937138312,0.585650187995006,0.327847442558238,NA,-2.47522836380228e-05,0.270566997648962,0.183484797919313,0.337141119026689,0.60770811667565,0.340195488634751,NA,NA,-2.56845536489653e-05,-0.0256845536489653,13.3932508103671,2.88980375332872,16.2830545636958,NA,210.678188351739,0.210678188351739,0.153791272727273,-0.00673635909090909,0.159583667223273,-0.00699007731970909,-6.99007731970909,0.0230099226802909,19.0099226802909,-3.77182973520601,2.94496108917439,"NGS"
"30",31,"BB2","Jan",6.56353197222222,6.32149015277778,6.1779211875,97.8851526325281,16.8884059166667,6.76206658333333,0.0268103429159306,60.1,9.04150858333333,13.4866292708333,NA,"1",1.07721456206793,0.0875103100219069,-0.405467922011431,0.671746640056503,0.412761106508742,NA,0.00549074472182118,1.11778677133366,0.090806298338572,-0.420739465826069,0.697047305507592,0.428307340824287,NA,NA,0.00569754813102385,5.69754813102385,14.5110375817008,2.46906428750265,16.9801018692034,NA,216.375736482763,0.216375736482763,0.796215,-0.00646,0.82620364176,-0.00670330944,-6.70330944,0.02329669056,19.29669056,-3.75944396455006,2.95993360763244,"NGS"
"31",32,"BB2","Feb",7.03319102777778,6.88965035416667,6.55918450694444,79.9587899328701,166.590213833333,76.3452579375,0.204211536293494,7.7,7.421447875,15.5038725208333,NA,"2",0.363937619576744,0.206595737567601,0.276851462087787,0.640789081664532,0.348658404047288,NA,-0.00184707675509635,0.377644966080483,0.214376959427347,0.287278795555862,0.664923761636344,0.361790274177325,NA,NA,-0.0019166450540003,-1.9166450540003,14.8886825477812,2.75634308305851,17.6450256308398,NA,214.459091428763,0.214459091428763,0.1617212,-0.0020186,0.1678122672768,-0.0020946285504,-2.0946285504,0.0279053714496,23.9053714496,-3.57893608361012,3.17410318053086,"NGS"
"32",33,"BB2","Feb",5.02600615972222,5.49792627083333,5.63504153472222,88.4218992185564,135.5776078125,59.8990343541667,0.0926295739482057,3.6,1.9603326875,13.4398268333333,NA,"2",0.195166448565442,0.165101200448775,0.293223147896731,0.488389596462173,0.188134961355312,NA,0.00683305844292535,0.202517197684211,0.171319572062478,0.304267104539114,0.506784302223324,0.195220876539799,NA,NA,0.00709041875611969,7.09041875611969,15.0911997454655,3.06061018759762,18.1518099330631,NA,221.549510184883,0.221549510184883,-0.353200142857143,0.00702085714285714,-0.366503073037714,0.00728529070628572,7.28529070628572,0.0372852907062857,33.2852907062857,-3.2891563811471,3.50511557886718,"NGS"
"33",34,"BB2","Feb",4.35801505555556,4.82141727083333,5.10073899305556,89.1234996508529,172.007345854167,74.8925423541667,0.0842256460379653,0.2,1.2279823125,12.0263892083333,NA,"2",0.0597857282192582,0.175349114652858,0.339210725874779,0.398996454094038,0.163837045221023,NA,0.0026901121500651,0.0620374978869084,0.181953463707144,0.351986758654127,0.414024256541036,0.170007803692228,NA,NA,0.00279143253408516,2.79143253408516,15.1532372433524,3.41259694625175,18.5658341896041,NA,224.340942718968,0.224340942718968,-0.0467058,-0.0004891,-0.0484649272512,-0.0005075214624,-0.5075214624,0.0294924785376,25.4924785376,-3.52362001297254,3.23838344934552,"NGS"
"34",35,"BB2","Feb",2.76914103472222,3.40111561111111,3.97312651388889,97.3535611474579,16.7903695208333,11.7915128958333,0.0156935006448335,7.4,-0.143830729166667,11.1686766875,NA,"2",0.40603136927551,0.084943281642072,-0.109997390849506,0.296033978426004,0.113613192396883,NA,0.00917029860759288,0.421324134767903,0.088142585401839,-0.114140332578461,0.307183802189442,0.11789231967532,NA,NA,0.00951568873434926,9.51568873434926,15.5745613781203,3.29845661367329,18.8730179917936,NA,233.856631453317,0.233856631453317,0.809366666666667,0.00459666666666667,0.8398506528,0.00476979552,4.76979552,0.03476979552,30.76979552,-3.3590062139115,3.42653354387801,"NGS"
"35",39,"BB2","Feb",4.11822691666667,4.13472959722222,4.21448577777778,90.6406949867538,135.653806875,61.0907795208333,0.0937520871533972,0,4.53062422916667,11.9563025416667,NA,"2",0.188132129619135,0.371501121891988,0.0832675450851754,0.271399674704311,0.79816435970376,NA,0.00310207235890712,0.19521793814911,0.385493340146928,0.0864037339032634,0.281621672052374,0.828226422147643,NA,NA,0.003218908812233,3.218908812233,15.5071033977541,4.36778501905681,19.8748884168109,NA,269.253734440828,0.269253734440828,-0.173853571428571,-0.001247,-0.180401592342857,-0.001293967008,-1.293967008,0.028706032992,24.706032992,-3.55064796952684,3.20704746449785,"NGS"
"36",40,"BB2","Feb",2.93971854861111,3.38329593055556,3.77472446527778,91.5176758928808,160.989432541667,65.2665663541667,0.0706501422179162,0.1,1.15469247916667,10.7029812916667,NA,"2",0.0290075580907495,0.172266206887476,0.233218162618801,0.26222572070955,0.188189040174037,NA,0.00910889927661285,0.0301000987586795,0.178754441303686,0.242002091495675,0.272102190254355,0.195276992183152,NA,NA,0.0094519768589672,9.4519768589672,15.5372034965127,4.60978711055249,20.1469906070652,NA,278.705711299795,0.278705711299795,-0.5109188,0.003702,-0.5301620456832,0.003841432128,3.841432128,0.033841432128,29.841432128,-3.38606942457223,3.39589776774959,"NGS"
"37",41,"BB1","Feb",5.18064883333333,5.26054666666667,NA,89.1876753125,182.027869381896,85.6685542916667,0.10138245138446,0,3.11418295833333,10.5070317010417,NA,"2",-0.187804185071461,0.284747387902574,0.369776506825402,0.18197232175394,0.420566172519626,0.00322330684129444,-0.000671136086428819,-0.194877641897993,0.295472113520536,0.383703769178473,0.188826127280481,0.436406376841405,0.00334470947016496,3.34470947016496,-0.000696413755988074,-0.696413755988074,5.20867947829263,9.37421306921792,14.5828925475105,291.171455228113,190.761148013384,0.190761148013384,-0.359333181818182,-0.00662818181818182,-0.372867106778182,-0.00687782565818182,-6.87782565818182,0.0231221743418182,19.1221743418182,-3.76696319367361,2.95084862196392,"NGS"
"38",41,"BB2","Feb",3.15344986111111,3.47146389583333,3.79266256944444,86.9771260878531,213.477606645833,84.3243247916667,0.118676256485066,0.2,2.35375008333333,9.8304389375,NA,"2",0.160177077683879,0.163873949765168,0.151551430540166,0.311728508224045,0.131826689918908,NA,0.00956640462079514,0.166209987137765,0.170046098209123,0.157259463620031,0.323469450757796,0.136791810368014,NA,NA,0.00992671368443277,9.92671368443277,15.7034134836505,4.76704657417252,20.470460057823,NA,288.632424984228,0.288632424984228,-0.706676769230769,-0.0117194615384615,-0.733293043067077,-0.0121608633378462,-12.1608633378462,0.0178391366621538,13.8391366621538,-4.0263605463783,2.62750056834164,"NGS"
"39",42,"BB1","Feb",5.44176477083333,5.43482739583333,NA,93.3783595833333,120.690520219731,56.5803182291667,0.0634426412379249,0.4,5.68263966666667,10.1196610969583,NA,"2",-0.10719775759606,0.203061873066492,0.309849894370757,0.202652136774697,0.531866661891849,0.00490468833179062,0.00522015255929444,-0.111235253938158,0.210709995453668,0.321520080792337,0.210284826854179,0.551898887845343,0.00508941851311918,5.08941851311918,0.00541676438528771,5.41676438528771,5.09744422435447,9.69573315001026,14.7931773743647,296.260873741232,196.177912398672,0.196177912398672,-0.0304669166666667,0.00531475,-0.031614422616,0.005514924744,5.514924744,0.035514924744,31.514924744,-3.33780225552658,3.45046123501997,"NGS"
