"","jday","Site","month_local","co2","ch4","co2gC","ch4gC","ch4mgC"
"262",161,"BB2","6",1.49133525,0.0124525,1.547504900856,0.01292151096,12.92151096
"263",162,"BB1","6",-0.295403111111111,0.0646742962962963,-0.306529173888,0.067110188992,67.110188992
"264",162,"BB2","6",-0.297034086956522,0.00575186956521739,-0.308221578807652,0.00596850798052174,5.96850798052174
"265",163,"BB1","6",-1.90033972727273,0.0433484848484849,-1.97191412276073,0.0449811621818182,44.9811621818182
"266",163,"BB2","6",-2.74042188888889,0.0116311111111111,-2.843637138912,0.01206918528,12.06918528
"267",164,"BB1","6",-1.69394147619048,0.0424809523809524,-1.75774208794971,0.0440809549714286,44.0809549714286
"268",164,"BB2","6",-1.98826258823529,0.0159961176470588,-2.06314851035859,0.0165985954221176,16.5985954221176
"269",165,"BB1","6",-1.32568785714286,0.0515985428571429,-1.37561856459429,0.0535419503753143,53.5419503753143
"270",165,"BB2","6",-2.63739903225806,0.0104381290322581,-2.73673402940903,0.010831270724129,10.831270724129
"271",166,"BB1","6",-1.41265278378378,0.0493837837837838,-1.46585893823222,0.0512437746162162,51.2437746162162
"272",166,"BB2","6",-1.92847285,0.100873,-2.0011068514224,0.104672280672,104.672280672
"273",167,"BB1","6",1.0063139047619,0.0469571428571429,1.04421571167086,0.0487257366857143,48.7257366857143
"274",167,"BB2","6",1.49736290909091,0.0188731818181818,1.55375958569891,0.0195840213381818,19.5840213381818
"275",168,"BB1","6",-1.556417825,0.036443925,-1.6150387459608,0.0378165489912,37.8165489912
"276",168,"BB2","6",-1.95617709090909,0.0117478787878788,-2.02985454486109,0.0121903508945455,12.1903508945455
"277",169,"BB1","6",-2.5694787826087,0.0307769565217391,-2.66625563147687,0.0319361398121739,31.9361398121739
"278",169,"BB2","6",-2.14132730434783,0.0245332608695652,-2.22197825593878,0.0254572816069565,25.4572816069565
"279",170,"BB1","6",-2.03123903571429,0.0452636071428571,-2.10774362275543,0.0469684156422857,46.9684156422857
"280",170,"BB2","6",-2.63146964,0.016944,-2.73058131252096,0.017582178816,17.582178816
"281",171,"BB1","6",-2.99876383333333,0.0968683333333333,-3.111709274352,0.10051678224,100.51678224
"282",171,"BB2","6",-3.43012078571429,0.0559227142857143,-3.55931285498743,0.0580289873965714,58.0289873965714
"283",172,"BB1","6",1.289721,0.0686666666666667,1.338297051744,0.071252928,71.252928
"284",172,"BB2","6",0.799635857142857,0.0416393333333333,0.829753342066286,0.043207637184,43.207637184
"285",173,"BB1","6",-3.21885837037037,0.0588885185185185,-3.340093452032,0.06110649568,61.10649568
"286",173,"BB2","6",-1.56614834883721,0.0185370697674419,-1.62513576024781,0.0192352499631628,19.2352499631628
"287",174,"BB1","6",-1.70316594285714,0.0571963142857143,-1.76731398492891,0.0593505562669714,59.3505562669714
"288",174,"BB2","6",-1.66500126923077,0.0219908076923077,-1.72771187703508,0.0228190694732308,22.8190694732308
"289",175,"BB1","6",-1.06411855555556,0.103338888888889,-1.104197516832,0.1072310448,107.2310448
"290",175,"BB2","6",-2.5478594,0.0223093333333333,-2.6438219764416,0.023149592064,23.149592064
"291",176,"BB1","6",-2.7406388,0.08087904,-2.8438622197632,0.08392526816256,83.92526816256
"292",176,"BB2","6",-2.43279503846154,0.0419680384615385,-2.52442383079015,0.0435487226621538,43.5487226621538
"293",177,"BB1","6",-2.37160439473684,0.0580335,-2.46092850266021,0.060219273744,60.219273744
"294",177,"BB2","6",-1.86999882857143,0.0246148571428571,-1.94043046445074,0.0255419511222857,25.5419511222857
"295",178,"BB1","6",-2.22082996296296,0.080447962962963,-2.304475302688,0.08347795504,83.47795504
"296",178,"BB2","6",-2.71953342307692,0.0423042307692308,-2.82196192992369,0.0438975773169231,43.8975773169231
"297",179,"BB1","6",-1.83441117857143,0.0903646071428571,-1.90350244120114,0.0937680997062857,93.7680997062857
"298",179,"BB2","6",-2.00143633333333,0.0760775555555556,-2.076818431392,0.078942940608,78.942940608
"299",180,"BB1","6",-2.38455429032258,0.0923834516129032,-2.47436614311329,0.0958629819344516,95.8629819344516
"300",180,"BB2","6",-1.23904438461538,0.0423033333333333,-1.28571175231754,0.04389664608,43.89664608
"301",181,"BB1","6",-2.17247184615385,0.0833813846153846,-2.25429582576738,0.0865218610855385,86.5218610855385
"302",181,"BB2","6",-1.59641278125,0.052501,-1.656540072243,0.054478397664,54.478397664
"303",182,"BB1","6",-0.473827513513513,0.0760112702702703,-0.491673752982487,0.0788741587537297,78.8741587537297
"304",182,"BB2","6",-0.373053205128205,0.0361585128205128,-0.387103881046154,0.0375203870473846,37.5203870473846
"305",183,"BB1","7",0.760099764705882,0.0668705882352941,0.788728162243765,0.0693892020705882,69.3892020705882
"306",183,"BB2","7",1.20121607692308,0.0390576923076923,1.24645867924431,0.0405287612307692,40.5287612307692
"307",184,"BB1","7",-1.46712323333333,0.0726575,-1.5223809627936,0.07539407208,75.39407208
"308",184,"BB2","7",-1.74457485714286,0.0638858095238095,-1.81028252456229,0.0662920046537143,66.2920046537143
"309",185,"BB2","7",-0.7650675,0.025,-0.79388300232,0.0259416,25.9416
"310",186,"BB1","7",-3.04429533333333,0.0810716666666667,-3.158955672768,0.08412514992,84.12514992
"311",186,"BB2","7",-2.87771152,0.03059928,-2.98609764668928,0.03175177128192,31.75177128192
"312",187,"BB1","7",-2.69134184,0.07805744,-2.79270853906176,0.08099739542016,80.99739542016
"313",187,"BB2","7",-3.08422,0.0288013043478261,-3.20038406208,0.0298860766747826,29.8860766747826
"314",188,"BB1","7",-2.83376787096774,0.0755516129032258,-2.94049890405987,0.0783971888516129,78.3971888516129
"315",188,"BB2","7",-2.99753308695652,0.0354551739130435,-3.11043217314365,0.0367905575833044,36.7905575833043
"316",189,"BB1","7",-2.4198059375,0.08284678125,-2.51094550833,0.085967122419,85.967122419
"317",189,"BB2","7",-1.72336828571429,0.0398242571428571,-1.78827722882743,0.0413241979638857,41.3241979638857
"318",190,"BB1","7",-2.16625667647059,0.0876749705882353,-2.24784656793318,0.0909771606804706,90.9771606804706
"319",190,"BB2","7",-1.80647337142857,0.033364,-1.87451238449006,0.034620621696,34.620621696
"320",191,"BB1","7",-0.890860705882353,0.100144294117647,-0.924414083508706,0.103916128811294,103.916128811294
"321",191,"BB2","7",-1.83011327272727,0.0245653636363636,-1.89904265903127,0.0254905934923636,25.4905934923636
"322",192,"BB1","7",-1.59642188235294,0.0989554411764706,-1.65654951612988,0.102682498912941,102.682498912941
"323",192,"BB2","7",-2.69405576923077,0.0507791153846154,-2.79552468572308,0.0526916599864615,52.6916599864615
"324",193,"BB1","7",-2.22828947368421,0.0594383684210526,-2.31221576842105,0.0616770551292632,61.6770551292632
"325",193,"BB2","7",-0.344073,0.0693346,-0.357032165472,0.0719460183744,71.9460183744
"326",194,"BB1","7",-2.45999682758621,0.0914138965517241,-2.55265014810041,0.0948569095514483,94.8569095514483
"327",194,"BB2","7",-1.35410446153846,0.0540454230769231,-1.40510545197785,0.0560809898916923,56.0809898916923
"328",195,"BB1","7",-1.965561625,0.0993656875,-2.039592538044,0.103108196754,103.108196754
"329",195,"BB2","7",-2.64617868181818,0.0413895454545455,-2.74584435569018,0.0429484412945455,42.9484412945455
"330",196,"BB1","7",-2.14021532,0.09791568,-2.22082438981248,0.10160357617152,101.60357617152
"331",196,"BB2","7",-1.90730985714286,0.0722758095238095,-1.97914677560229,0.0749980056137143,74.9980056137143
"332",197,"BB1","7",-2.32803738095238,0.101511523809524,-2.41572058086857,0.105334853842286,105.334853842286
"333",197,"BB2","7",-1.80611195,0.07746335,-1.8741373504848,0.0803809296144,80.3809296144
"334",198,"BB1","7",-1.51410038235294,0.107687470588235,-1.57112745915388,0.111743411480471,111.743411480471
"335",198,"BB2","7",-1.27131294285714,0.0704314285714286,-1.31919567353691,0.0730841578971429,73.0841578971429
"336",199,"BB1","7",-1.25320315789474,0.101724236842105,-1.30040380163368,0.105555578498526,105.555578498526
"337",199,"BB2","7",-1.13502324242424,0.0535732727272727,-1.17777275782691,0.0555910564712727,55.5910564712727
"338",200,"BB1","7",-1.84390560714286,0.124708,-1.91335446793029,0.129405002112,129.405002112
"339",200,"BB2","7",-1.33994288888889,0.0490292962962963,-1.390410497856,0.050875935712,50.875935712
"340",201,"BB1","7",-2.19507713793103,0.114934517241379,-2.27775252325407,0.119263410898759,119.263410898759
"341",201,"BB2","7",-0.677445405405405,0.0442702702702703,-0.702960709154595,0.0459376657297297,45.9376657297297
"342",202,"BB1","7",-1.02399386486486,0.120337810810811,-1.06256156979114,0.124870214117189,124.870214117189
"343",202,"BB2","7",-0.0666916,0.063756325,-0.0692034724224,0.0661576432248,66.1576432248
"344",203,"BB1","7",-0.702987794871795,0.145729820512821,-0.729465127177846,0.151218588472615,151.218588472615
"345",203,"BB2","7",-0.297884818181818,0.130773636363636,-0.309104351973818,0.135699094603636,135.699094603636
"346",204,"BB1","7",-0.713241152173913,0.122916695652174,-0.740104666929391,0.127546230077217,127.546230077217
"347",204,"BB2","7",-0.154361840909091,0.0770832954545455,-0.160175725285091,0.0799865606945455,79.9865606945455
"348",205,"BB1","7",-1.14686537209302,0.109196720930233,-1.19006090946753,0.113309506227349,113.309506227349
"349",205,"BB2","7",-1.34605923255814,0.0474116279069767,-1.39675720749321,0.0491973394604651,49.1973394604651
"350",206,"BB1","7",-0.932653951219512,0.104951585365854,-0.967781429638244,0.108904481877073,108.904481877073
"351",206,"BB2","7",-0.643456303030303,0.0384860303030303,-0.667691441227636,0.0399355681483636,39.9355681483636
"352",207,"BB1","7",-1.857934875,0.126526166666667,-1.927912134132,0.131291648208,131.291648208
"353",207,"BB2","7",-2.05142595454545,0.0398459090909091,-2.12869086169745,0.0413466654109091,41.3466654109091
"354",208,"BB1","7",-3.21811111111111,0.131714111111111,-3.339318048,0.136674991392,136.674991392
"355",208,"BB2","7",-0.940687,0.0433545454545455,-0.976117035168,0.0449874510545454,44.9874510545455
"356",209,"BB1","7",-1.603891,0.154950666666667,-1.664299950624,0.160786728576,160.786728576
"357",209,"BB2","7",-0.488803473684211,0.118897210526316,-0.507213767717053,0.123375355063579,123.375355063579
"358",210,"BB1","7",-2.28494720833333,0.14541475,-2.371007459988,0.150891651144,150.891651144
"359",210,"BB2","7",-0.938736772727273,0.0713224545454545,-0.974093354535273,0.0740087434734546,74.0087434734546
"360",211,"BB1","7",-1.44724443478261,0.105023,-1.50175344917426,0.108978586272,108.978586272
"361",211,"BB2","7",-1.25956811764706,0.0111985294117647,-1.30700849123012,0.0116203108235294,11.6203108235294
"362",212,"BB1","7",-1.27346943478261,0.133664130434783,-1.32143338757426,0.138698456243478,138.698456243478
"363",212,"BB2","7",-0.432526666666667,0.0784721904761905,-0.44881735104,0.0814277670582857,81.4277670582857
"364",213,"BB1","7",-0.52738878125,0.124218125,-0.547252352307,0.12889667646,128.89667646
"365",213,"BB2","7",-0.42404084375,0.0608480625,-0.440011918089,0.063139843926,63.139843926
"366",214,"BB1","8",-1.92446903571429,0.113028714285714,-1.99695223747543,0.117285827780571,117.285827780571
"367",214,"BB2","8",-2.01315336666667,0.0299724666666667,-2.0889767750688,0.0311013496512,31.1013496512
"368",215,"BB1","8",-0.805844375,0.12528234375,-0.83619569754,0.130000977945,130.000977945
"369",215,"BB2","8",-1.18411496153846,0.0681860769230769,-1.22871346744985,0.0707542373243077,70.7542373243077
"370",216,"BB1","8",-0.960515,0.116797771428571,-0.99669183696,0.121196842691657,121.196842691657
"371",216,"BB2","8",-1.20454468181818,0.0425265454545455,-1.24991265271418,0.0441282652625455,44.1282652625455
"372",217,"BB1","8",-1.70581722222222,0.128321074074074,-1.77006512208,0.133154159008,133.154159008
"373",217,"BB2","8",-0.94464847826087,0.0755597391304348,-0.980227718546087,0.0784056211450435,78.4056211450435
"374",218,"BB1","8",-0.8653313125,0.168787625,-0.897923151054,0.175144842108,175.144842108
"375",218,"BB2","8",-0.405211965517241,0.162291896551724,-0.420473868986483,0.168404458543448,168.404458543448
"376",219,"BB1","8",-0.3060358,0.1107898,-0.3175623323712,0.1149625870272,114.9625870272
"377",219,"BB2","8",0.02165965,0.068667,0.0224754390576,0.071253273888,71.253273888
"378",220,"BB1","8",-0.427443878787879,0.103983636363636,-0.443543125038545,0.107900076043636,107.900076043636
"379",220,"BB2","8",-0.266370318181818,0.0476990909090909,-0.276402889845818,0.0494956294690909,49.4956294690909
"380",221,"BB1","8",-0.884862769230769,0.113140076923077,-0.918190240571077,0.117401384780308,117.401384780308
"381",221,"BB2","8",-0.601163896551724,0.0549474827586207,-0.623806133551448,0.0570170247492414,57.0170247492414
"382",222,"BB1","8",-1.60066043333333,0.104218333333333,-1.6609477078944,0.10814361264,108.14361264
"383",222,"BB2","8",-1.3323797037037,0.0405666666666667,-1.382562452864,0.0420945696,42.0945696
"384",223,"BB1","8",-1.67391565217391,0.127153652173913,-1.73696201129739,0.131942767329391,131.942767329391
"385",223,"BB2","8",-2.20827486363636,0.0346136363636364,-2.29144732810036,0.0359173243636364,35.9173243636364
"386",224,"BB1","8",-2.86183142105263,0.115442368421053,-2.96961943969516,0.119790389785263,119.790389785263
"387",224,"BB2","8",-2.92451616666667,0.0317445,-3.034665143568,0.032940124848,32.940124848
"388",225,"BB1","8",-1.20009473076923,0.113504692307692,-1.24529509870892,0.117779733038769,117.779733038769
"389",225,"BB2","8",-1.5170134375,0.0845661875,-1.57415023161,0.087751288386,87.751288386
"390",226,"BB1","8",-2.098702,0.115216555555556,-2.177747512128,0.119556071904,119.556071904
"391",226,"BB2","8",-2.19571933333333,0.0582619444444444,-2.278418906304,0.06045632232,60.45632232
"392",227,"BB1","8",-0.842870666666667,0.124050047619048,-0.874616547456,0.128722268612571,128.722268612571
"393",227,"BB2","8",-1.08114613333333,0.0453142666666667,-1.1218664212992,0.0470209832064,47.0209832064
"394",228,"BB1","8",-1.17626426086957,0.12515147826087,-1.22056707799096,0.129865183538087,129.865183538087
"395",228,"BB2","8",-0.934470538461538,0.0590432307692308,-0.969666436822154,0.0612670350129231,61.2670350129231
"396",229,"BB1","8",0.379338875,0.1323115,0.393626294388,0.137294880336,137.294880336
"397",229,"BB2","8",0.294070666666667,0.0940959333333333,0.305146544256,0.0976399625664,97.6399625664
"398",230,"BB1","8",-0.739515911764706,0.0935577647058824,-0.767369039065412,0.0970815243557647,97.0815243557647
"399",230,"BB2","8",0.347336,0.083039,0.360418063104,0.086166580896,86.166580896
"400",231,"BB1","8",-1.575748,0.0928542692307692,-1.635096972672,0.0963515324270769,96.3515324270769
"401",231,"BB2","8",-1.19072231818182,0.0307944090909091,-1.23556968357382,0.0319542497149091,31.9542497149091
"402",232,"BB1","8",-0.7177327,0.1312939,-0.7447653844128,0.1362389534496,136.2389534496
"403",232,"BB2","8",-1.25714922727273,0.0726031363636364,-1.30449849576873,0.0753376608916364,75.3376608916364
"404",233,"BB1","8",-0.510790947368421,0.108513157894737,-0.530029377610105,0.112600197473684,112.600197473684
"405",233,"BB2","8",0.514553095238095,0.0803531428571429,0.533933223017143,0.0833795636297143,83.3795636297143
"406",234,"BB1","8",0.886122076923077,0.114107884615385,0.919496978828308,0.118405643981538,118.405643981538
"407",234,"BB2","8",2.56725559090909,0.0783885909090909,2.66394870548509,0.0813410187970909,81.3410187970909
"408",235,"BB1","8",-0.9070416,0.09686044,-0.9412044148224,0.10050859161216,100.50859161216
"409",235,"BB2","8",-0.611096466666667,0.044857,-0.6341128039872,0.046546494048,46.546494048
"410",236,"BB1","8",-0.9836844,0.08357876,-1.0207338892416,0.08672667041664,86.72667041664
"411",236,"BB2","8",-1.09244532,0.037696,-1.13359118053248,0.039115782144,39.115782144
"412",237,"BB1","8",-1.20476283333333,0.0941015833333333,-1.250139020688,0.097645825368,97.645825368
"413",237,"BB2","8",-0.907981619047619,0.0397380952380952,-0.942179838747429,0.0412347908571429,41.2347908571429
"414",238,"BB1","8",-1.46863431818182,0.0969349090909091,-1.52394896114182,0.100585865506909,100.585865506909
"415",238,"BB2","8",-0.96991980952381,0.0443142380952381,-1.00645086922971,0.0459832895588571,45.9832895588571
"416",239,"BB1","8",-0.928944037037037,0.0773809259259259,-0.963931785248,0.08029540112,80.29540112
"417",239,"BB2","8",-1.83753995454545,0.0460590909090909,-1.90674905939345,0.0477938605090909,47.7938605090909
"418",240,"BB1","8",-1.48225773684211,0.0774401578947368,-1.53808549224253,0.0803568640016842,80.3568640016842
"419",240,"BB2","8",-1.75534572222222,0.0354,-1.821459063504,0.0367333056,36.7333056
"420",241,"BB1","8",-0.673360368421053,0.0814427368421053,-0.698721813337263,0.0845101960825263,84.5101960825263
"421",241,"BB2","8",-1.66247135294118,0.140161823529412,-1.72508667397835,0.145440878450824,145.440878450824
"422",242,"BB1","8",-0.864124866666667,0.0827487333333333,-0.8966712656448,0.0858653816256,85.8653816256
"423",242,"BB2","8",-0.475404210526316,0.04585,-0.493309834711579,0.0475768944,47.5768944
"424",243,"BB1","8",-0.46543852173913,0.0737228695652174,-0.482968798221913,0.0764995677245217,76.4995677245217
"425",243,"BB2","8",-2.949464,0.039665,-3.060552612096,0.04115894256,41.15894256
"426",244,"BB1","8",-0.05284,0.091689,-0.05483016576,0.095142374496,95.142374496
"427",244,"BB2","8",-0.83517665,0.045505,-0.8666327433456,0.04721890032,47.21890032
"428",245,"BB1","9",-1.00868632,0.04751616,-1.04667748155648,0.04930580865024,49.30580865024
"429",245,"BB2","9",-0.714748521739131,0.0673448695652174,-0.741668810061913,0.0698813467325217,69.8813467325217
"430",246,"BB1","9",-0.694347272727273,0.0834350454545455,-0.720499168407273,0.0865775430065455,86.5775430065455
"431",246,"BB2","9",-0.885466954545455,0.102845454545455,-0.918817181921455,0.106719025745455,106.719025745455
"432",247,"BB1","9",-1.18892722727273,0.0689847727272727,-1.23370698236073,0.0715830152072727,71.5830152072727
"433",247,"BB2","9",-0.327389142857143,0.0612612857142857,-0.339719927533714,0.0635686307794286,63.5686307794286
"434",248,"BB1","9",-0.52609415,0.10861935,-0.5459089600656,0.1127103891984,112.7103891984
"435",248,"BB2","9",0.0286136666666666,0.0817522666666667,0.0296913718079999,0.0848313840384,84.8313840384
"436",249,"BB1","9",-0.27578853125,0.08742165625,-0.286175830491,0.090714305511,90.714305511
"437",249,"BB2","9",-0.320919,0.0504430344827586,-0.333006093216,0.0523429209335172,52.3429209335172
"438",250,"BB1","9",-1.18707276470588,0.0588837647058824,-1.23178267331576,0.0611015628197647,61.1015628197647
"439",250,"BB2","9",-1.69814764705882,0.0431362941176471,-1.76210668003765,0.0447609794992941,44.7609794992941
"440",251,"BB1","9",0.02410228,0.07086428,0.02501006827392,0.07353331224192,73.53331224192
"441",251,"BB2","9",-0.152642533333333,0.033448,-0.1583916617088,0.034707785472,34.707785472
"442",252,"BB1","9",-0.5092073125,0.079762125,-0.528386096718,0.082766285676,82.766285676
"443",252,"BB2","9",-0.981130476190476,0.0391990476190476,-1.01808377444571,0.0406754405485714,40.6754405485714
"444",253,"BB1","9",-0.493116,0.113929416666667,-0.511688721024,0.118220454216,118.220454216
"445",253,"BB2","9",-0.780247235294118,0.0732262352941176,-0.809634467164235,0.0759842282202353,75.9842282202353
"446",254,"BB1","9",-0.421550428571429,0.0836199285714286,-0.437427703913143,0.0867693895611429,86.7693895611429
"447",254,"BB2","9",-0.370047307692308,0.0490844615384615,-0.383984769489231,0.0509331786978462,50.9331786978462
"448",255,"BB1","9",-1.3956395,0.0655555555555556,-1.448204866128,0.06802464,68.02464
"449",255,"BB2","9",-1.73544166666667,0.0660738333333333,-1.8008053416,0.068562438192,68.562438192
"450",256,"BB1","9",-0.86726595,0.0629016,-0.8999306547408,0.0652707258624,65.2707258624
"451",256,"BB2","9",-1.94924405882353,0.0480386470588235,-2.02266038705506,0.0498479746616471,49.8479746616471
"452",257,"BB1","9",0.2330603,0.0906168,0.2418382831392,0.0940297911552,94.0297911552
"453",257,"BB2","9",0.620984903225806,0.0520514193548387,0.644373678620903,0.0540118840134194,54.0118840134194
"454",258,"BB1","9",0.945072615384615,0.0846872307692308,0.980667830370462,0.0878768906289231,87.8768906289231
"455",258,"BB2","9",0.7821684,0.03876,0.8116279906176,0.04021985664,40.21985664
"456",259,"BB1","9",0.957555730769231,0.0564140384615385,0.993621109812923,0.0585388168061539,58.5388168061539
"457",259,"BB2","9",0.2422964,0.040055,0.2514222516096,0.04156363152,41.56363152
"458",260,"BB1","9",0.148230076923077,0.0648648846153846,0.153813014540308,0.0673079556295385,67.3079556295385
"459",260,"BB2","9",-0.424606153846154,0.0360726923076923,-0.440598520024615,0.0374313341907692,37.4313341907692
"460",261,"BB1","9",0.688250888888889,0.0714135,0.714173170368,0.074103218064,74.103218064
"461",261,"BB2","9",-0.276378772727273,0.0583641363636364,-0.286788302823273,0.0605623631956364,60.5623631956364
"462",262,"BB1","9",-0.314559545454545,0.0522,-0.326407116174545,0.0541660608,54.1660608
"463",262,"BB2","9",0.502921428571429,0.151331571428571,0.521863461257143,0.157031323734857,157.031323734857
"464",263,"BB2","9",0.6620343,0.044215,0.6869691598752,0.04588031376,45.88031376
"465",264,"BB2","9",-2.11440361111111,0.0674108333333333,-2.19404050872,0.06994979496,69.94979496
"466",265,"BB1","9",-0.744715947368421,0.0529034210526316,-0.772764928810105,0.0548959755031579,54.8959755031579
"467",265,"BB2","9",-1.38743716666667,0.0314854166666667,-1.439693600112,0.0326712834,32.6712834
"468",266,"BB1","9",-0.12329708,0.05843168,-0.12794094122112,0.06063245079552,60.63245079552
"469",266,"BB2","9",-0.448554172413793,0.0642277586206896,-0.465448516763586,0.0666468329213793,66.6468329213793
"470",267,"BB1","9",0.770525090909091,0.125928272727273,0.799546147933091,0.130671235191273,130.671235191273
"471",267,"BB2","9",1.748967,0.1340708,1.814840093088,0.1391204426112,139.1204426112
"472",268,"BB1","9",-0.534985,0.0439747142857143,-0.55513467504,0.0456309779245714,45.6309779245714
"473",268,"BB2","9",-0.633591333333333,0.101231916666667,-0.657454917312,0.105044715576,105.044715576
"474",269,"BB1","9",-0.42039852,0.044956,-0.43623240985728,0.046649222784,46.649222784
"475",269,"BB2","9",-0.152328791666667,0.0651962916666667,-0.158066103276,0.067651844796,67.651844796
"476",270,"BB1","9",0.579832347826087,0.0503465217391304,0.601671153374609,0.052242773133913,52.242773133913
"477",270,"BB2","9",0.916876,0.059139,0.951409217664,0.061366411296,61.366411296
"478",271,"BB1","9",-0.952565736842105,0.0260526315789474,-0.988443172754526,0.0270338778947368,27.0338778947368
"479",271,"BB2","9",-1.68949625,0.0358959583333333,-1.75312943676,0.037247943708,37.247943708
"480",272,"BB1","9",-0.384353733333333,0.0314440666666667,-0.3988300323456,0.0326283759936,32.6283759936
"481",272,"BB2","9",-1.70173338095238,0.0310761904761905,-1.76582746701257,0.0322466441142857,32.2466441142857
"482",273,"BB1","9",-0.938483142857143,0.0295839285714286,-0.973830171949714,0.0306981776571429,30.6981776571429
"483",273,"BB2","9",-2.80005422222222,0.0125496111111111,-2.905515464448,0.013022279664,13.022279664
"484",274,"BB1","9",0.458891538461538,0.0809973846153846,0.476175229366154,0.0840480701095385,84.0480701095385
"485",274,"BB2","9",-1.241277,0.0325698916666667,-1.288028456928,0.0337966040664,33.7966040664
"486",275,"BB1","10",0.066687,0.0480875,0.069198699168,0.0498986676,49.8986676
"487",275,"BB2","10",-1.0322095,0.0336748,-1.071086638608,0.0349431276672,34.9431276672
"488",276,"BB1","10",-0.8111140625,0.0166080625,-0.84166386255,0.017233588566,17.233588566
"489",276,"BB2","10",-2.3074874,0.012424,-2.3943966054336,0.012891937536,12.891937536
"490",277,"BB1","10",0.661808260869565,0.0413697826086957,0.686734607206957,0.0429279341008696,42.9279341008696
"491",277,"BB2","10",-0.988356117647059,0.0982581176470588,-1.02558156246212,0.101958911390118,101.958911390118
"492",278,"BB1","10",0.282370921052632,0.0316833947368421,0.293006139423158,0.0328767181162105,32.8767181162105
"493",278,"BB2","10",0.530025565217391,0.0506402173913043,0.549988448105739,0.0525475305391304,52.5475305391304
"494",279,"BB1","10",-0.2735083125,0.038204375,-0.283809729582,0.03964330458,39.64330458
"495",279,"BB2","10",-1.88645423529412,0.0242994117647059,-1.95750564761224,0.0252146248094118,25.2146248094118
"496",280,"BB1","10",-0.687358055555556,0.0270964444444444,-0.71324670936,0.028117004928,28.117004928
"497",280,"BB2","10",-1.24286813333333,0.0277117333333333,-1.2896795187072,0.0287554680576,28.7554680576
"498",281,"BB1","10",0.00357741176470587,0.0274115,0.00371215140141175,0.028443926736,28.443926736
"499",281,"BB2","10",-0.902425235294118,0.0393823529411765,-0.936414179356235,0.0408656498823529,40.8656498823529
"500",282,"BB1","10",0.190491236842105,0.0321157894736842,0.197665898786526,0.0333253985684211,33.3253985684211
"501",282,"BB2","10",0.673989722222222,0.0368545555555556,0.69937487112,0.038242645536,38.242645536
"502",283,"BB1","10",1.0832203,0.03678,1.1240187093792,0.03816528192,38.16528192
"503",283,"BB2","10",1.6418008,0.029214,1.7036375853312,0.030314316096,30.314316096
"504",284,"BB1","10",-0.0751584411764706,0.0398391176470588,-0.0779892087049412,0.0413396181741177,41.3396181741177
"505",284,"BB2","10",-0.807666964285714,0.0397821428571429,-0.838086932828571,0.0412804974857143,41.2804974857143
"506",285,"BB1","10",0.141139466666667,0.0151682666666667,0.1464553435392,0.0157395642624,15.7395642624
"507",285,"BB2","10",-0.331222,0.03385,-0.343697145408,0.0351249264,35.1249264
"508",286,"BB1","10",0.087232825,0.0291575,0.0905183621208,0.03025568808,30.25568808
"509",286,"BB2","10",-0.196047305555556,0.0476259722222222,-0.203431231272,0.04941975684,49.41975684
"510",287,"BB1","10",-0.141600541666667,0.030907125,-0.146933784468,0.032071210956,32.071210956
"511",287,"BB2","10",-0.77047575,0.02670975,-0.799494948648,0.027715746024,27.715746024
"512",288,"BB1","10",-0.0562155588235294,0.0336543235294118,-0.0583328616310588,0.0349218799708235,34.9218799708235
"513",288,"BB2","10",-0.791674916666667,0.0266958333333333,-0.821492560728,0.0277013052,27.7013052
"514",289,"BB1","10",0.286289857142857,0.0498850357142857,0.297072678322286,0.0517639056994286,51.7639056994286
"515",289,"BB2","10",-0.5586156,0.0342353,-0.5796552979584,0.0355247383392,35.5247383392
"516",290,"BB1","10",0.440331666666667,0.0242790476190476,0.45691631856,0.0251934936685714,25.1934936685714
"517",290,"BB2","10",1.07417675,0.0625685,1.114634543112,0.064925079984,64.925079984
"518",291,"BB1","10",0.10631065625,0.0300443125,0.110314740807,0.031175901486,31.175901486
"519",291,"BB2","10",-0.42315696875,0.0275088125,-0.439094752821,0.028544904414,28.544904414
"520",292,"BB1","10",0.0441794,0.029045,0.0458433729216,0.03013895088,30.13895088
"521",293,"BB1","10",0.342155184210526,0.0326239210526316,0.355042117068632,0.0338526684151579,33.8526684151579
"522",293,"BB2","10",-1.1653857,0.02761,-1.2092787870048,0.02864990304,28.64990304
"523",294,"BB1","10",0.0222582857142857,0.0382068928571429,0.0230966217874286,0.0396459172697143,39.6459172697143
"524",294,"BB2","10",-1.70675766666667,-0.00718388888888889,-1.771040987424,-0.00745446288,-7.45446288
"525",295,"BB1","10",-0.129854303030303,0.018569696969697,-0.134745135499636,0.0192691060363636,19.2691060363636
"526",295,"BB2","10",-0.672001096774194,0.0267806451612903,-0.697311346083097,0.0277893113806452,27.7893113806452
"527",296,"BB1","10",-0.0604727647058823,0.0297052647058824,-0.0627504109157647,0.0308240837957647,30.8240837957647
"528",296,"BB2","10",-0.260072206896552,0.0375283103448276,-0.269867566497103,0.0389417766256552,38.9417766256552
"529",297,"BB1","10",0.812847916666667,0.030425,0.8434630206,0.0315709272,31.5709272
"530",297,"BB2","10",0.875659,0.0269666666666667,0.908639820576,0.0279823392,27.9823392
